PERIOD_CODE,SUPPLIER_NAME,BRANCH_ID,BRANCH_NAME,TOTAL_ORDERS,COMPLETED_ORDERS,ONTIME_ORDERS,ON_TIME_DELIVERY_RATE,TOTAL_PURCHASE_VALUE,AVG_LEAD_TIME_DAYS,PERFORMANCE_RATING
2023-12,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,2027.52,7,Excellent
2023-12,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,84.39,7,Excellent
2023-12,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,186.48,6,Excellent
2023-12,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",2,2,2,100,213.02,7.3,Excellent
2023-12,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",2,2,2,100,957.39,6,Excellent
2023-12,"Sinar Padi Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,255.81,2,Excellent
2023-12,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,304.89,1,Excellent
2023-12,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,49.84,1,Excellent
2023-12,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",5,5,5,100,538.29,2.3,Excellent
2023-12,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,161.07,3,Excellent
2023-12,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,204.65,4,Excellent
2023-12,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1154.34,4,Excellent
2023-12,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,382.25,3,Excellent
2024-01,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,1122.72,14,Excellent
2024-01,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",1,1,1,100,399.02,9,Excellent
2024-01,"Arctic Chill Logistics","B003","Petaling Jaya 88 Speedmart",1,1,1,100,2050.5,12,Excellent
2024-01,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",1,1,1,100,132.66,13,Excellent
2024-01,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,110.13,5,Excellent
2024-01,"Clean & Clear Resources","B004","Shah Alam 88 Speedmart",1,1,1,100,42.6,5,Excellent
2024-01,"Dairy Fresh Sdn Bhd","B012","Kuching 88 Speedmart",1,1,1,100,29.83,3,Excellent
2024-01,"Dry Goods Trading Co","B001","Ampang 88 Speedmart",1,1,1,100,944.66,10,Excellent
2024-01,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,488.42,13,Excellent
2024-01,"Dry Goods Trading Co","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,255.18,13,Excellent
2024-01,"Farm to Table Sdn Bhd","B012","Kuching 88 Speedmart",1,1,1,100,194.8,11,Excellent
2024-01,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,297.37,10,Excellent
2024-01,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,56.6,5,Excellent
2024-01,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,354.25,6,Excellent
2024-01,"Green Harvest Trading","B001","Ampang 88 Speedmart",1,1,1,100,5448.59,2,Excellent
2024-01,"Green Harvest Trading","B007","Ipoh 88 Speedmart",1,1,1,100,296.28,3,Excellent
2024-01,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,508.28,2,Excellent
2024-01,"Green Harvest Trading","B012","Kuching 88 Speedmart",2,2,2,100,528.5,3,Excellent
2024-01,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,584.76,2,Excellent
2024-01,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,1384.42,13,Excellent
2024-01,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,417.68,13,Excellent
2024-01,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,1,1,100,494.29,12,Excellent
2024-01,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,150.22,11,Excellent
2024-01,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,261.56,10.6,Excellent
2024-01,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,106.92,10,Excellent
2024-01,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,917.47,4,Excellent
2024-01,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",2,2,2,100,462.61,4,Excellent
2024-01,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,675.91,5,Excellent
2024-01,"Sinar Padi Enterprise","B001","Ampang 88 Speedmart",1,1,1,100,252,1,Excellent
2024-01,"Sinar Padi Enterprise","B008","George Town 88 Speedmart",1,1,1,100,141.13,2,Excellent
2024-01,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,363.14,3,Excellent
2024-01,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,417.1,3,Excellent
2024-01,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,139.48,2,Excellent
2024-01,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",2,2,2,100,321.7,2.8,Excellent
2024-01,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,125.1,3,Excellent
2024-02,"Clean & Clear Resources","B001","Ampang 88 Speedmart",1,1,1,100,842.36,8,Excellent
2024-02,"Clean & Clear Resources","B012","Kuching 88 Speedmart",1,1,1,100,417.78,8,Excellent
2024-02,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,29.38,8,Excellent
2024-02,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,76.37,4,Excellent
2024-02,"Dairy Fresh Sdn Bhd","B003","Petaling Jaya 88 Speedmart",1,1,1,100,119.32,4,Excellent
2024-02,"Farm to Table Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,430.11,14,Excellent
2024-02,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,726.3,11,Excellent
2024-02,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",2,2,2,100,1948.43,10.3,Excellent
2024-02,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,89.53,4,Excellent
2024-02,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,1804.08,6,Excellent
2024-02,"Global Grocery Supply","B006","Johor Bahru 88 Speedmart",2,2,2,100,189.37,6.7,Excellent
2024-02,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,195.32,8,Excellent
2024-02,"Global Grocery Supply","B012","Kuching 88 Speedmart",1,1,1,100,54.5,6,Excellent
2024-02,"Green Harvest Trading","B010","Melaka 88 Speedmart",2,2,2,100,1217.17,3.4,Excellent
2024-02,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",2,2,2,100,704.1,3.5,Excellent
2024-02,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,3054.91,14,Excellent
2024-02,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,215.04,10,Excellent
2024-02,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,453.2,14,Excellent
2024-02,"Home Essentials Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,780.56,11,Excellent
2024-02,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,157.3,5,Excellent
2024-02,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,175.69,4.4,Excellent
2024-02,"Nusa Kitchen Supplies","B012","Kuching 88 Speedmart",1,1,1,100,625.47,5,Excellent
2024-02,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,249.56,4,Excellent
2024-02,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,87.67,3,Excellent
2024-02,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,177.38,3,Excellent
2024-02,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,307.33,2,Excellent
2024-02,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,756.06,3,Excellent
2024-02,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,108.06,3,Excellent
2024-03,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,3557.34,12,Excellent
2024-03,"Arctic Chill Logistics","B005","Klang 88 Speedmart",1,1,1,100,996.29,9,Excellent
2024-03,"Arctic Chill Logistics","B004","Shah Alam 88 Speedmart",1,1,1,100,248.84,12,Excellent
2024-03,"Clean & Clear Resources","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,186.57,4,Excellent
2024-03,"Dairy Fresh Sdn Bhd","B008","George Town 88 Speedmart",1,1,1,100,586.1,1,Excellent
2024-03,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,163.53,3,Excellent
2024-03,"Dry Goods Trading Co","B007","Ipoh 88 Speedmart",1,1,1,100,41.4,9,Excellent
2024-03,"Dry Goods Trading Co","B004","Shah Alam 88 Speedmart",1,1,1,100,128.01,10,Excellent
2024-03,"Farm to Table Sdn Bhd","B012","Kuching 88 Speedmart",1,1,1,100,409.68,9,Excellent
2024-03,"Farm to Table Sdn Bhd","B003","Petaling Jaya 88 Speedmart",1,1,1,100,226.86,14,Excellent
2024-03,"Global Grocery Supply","B005","Klang 88 Speedmart",1,1,1,100,229.4,7,Excellent
2024-03,"Global Grocery Supply","B010","Melaka 88 Speedmart",1,0,0,0,450.28,0,Poor
2024-03,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,268.58,6,Excellent
2024-03,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,201.08,1,Excellent
2024-03,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,292.34,3,Excellent
2024-03,"Green Harvest Trading","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1571.94,1,Excellent
2024-03,"Home Essentials Enterprise","B008","George Town 88 Speedmart",2,2,2,100,1361.64,13.4,Excellent
2024-03,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,212.29,14,Excellent
2024-03,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,338.4,5,Excellent
2024-03,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,407.75,6,Excellent
2024-03,"Nusa Kitchen Supplies","B012","Kuching 88 Speedmart",1,1,1,100,380.66,5,Excellent
2024-03,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,585.92,5,Excellent
2024-03,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",2,2,2,100,256.32,3.4,Excellent
2024-03,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,41.88,2,Excellent
2024-03,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,62.13,4,Excellent
2024-04,"Arctic Chill Logistics","B001","Ampang 88 Speedmart",1,1,1,100,893.28,13,Excellent
2024-04,"Arctic Chill Logistics","B012","Kuching 88 Speedmart",1,1,1,100,385.16,13,Excellent
2024-04,"Clean & Clear Resources","B007","Ipoh 88 Speedmart",1,1,1,100,482.64,5,Excellent
2024-04,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,21.7,6,Excellent
2024-04,"Dairy Fresh Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,881.26,1,Excellent
2024-04,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,356.81,2,Excellent
2024-04,"Dairy Fresh Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,62.1,3,Excellent
2024-04,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,147.4,9,Excellent
2024-04,"Farm to Table Sdn Bhd","B002","Cheras 88 Speedmart",1,1,1,100,393.57,13,Excellent
2024-04,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,174.59,14,Excellent
2024-04,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,275.8,9,Excellent
2024-04,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,958.15,7,Excellent
2024-04,"Frozen Foods Malaysia","B004","Shah Alam 88 Speedmart",1,1,1,100,588.63,8,Excellent
2024-04,"Global Grocery Supply","B006","Johor Bahru 88 Speedmart",2,2,2,100,763.73,5.3,Excellent
2024-04,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,291.81,5,Excellent
2024-04,"Global Grocery Supply","B010","Melaka 88 Speedmart",1,1,1,100,729.63,8,Excellent
2024-04,"Green Harvest Trading","B001","Ampang 88 Speedmart",1,1,1,100,489.32,1,Excellent
2024-04,"Green Harvest Trading","B002","Cheras 88 Speedmart",1,1,1,100,3067.49,4,Excellent
2024-04,"Green Harvest Trading","B007","Ipoh 88 Speedmart",3,3,3,100,4110.92,1.8,Excellent
2024-04,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,530.08,1,Excellent
2024-04,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,492.14,4,Excellent
2024-04,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,532.22,1,Excellent
2024-04,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,772.94,1,Excellent
2024-04,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,1080.8,4,Excellent
2024-04,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,1,1,100,611.03,14,Excellent
2024-04,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,24.45,14,Excellent
2024-04,"Home Essentials Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,749.3,11,Excellent
2024-04,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,177.12,12,Excellent
2024-04,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,321.09,7,Excellent
2024-04,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,756.06,8,Excellent
2024-04,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,457.96,5,Excellent
2024-04,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,347.39,8,Excellent
2024-04,"Sinar Padi Enterprise","B001","Ampang 88 Speedmart",1,1,1,100,661.59,3,Excellent
2024-04,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,59.9,4,Excellent
2024-04,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,24.3,1,Excellent
2024-04,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",2,2,2,100,234.62,3.8,Excellent
2024-04,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,288.49,1,Excellent
2024-05,"Clean & Clear Resources","B005","Klang 88 Speedmart",1,1,1,100,805.46,7,Excellent
2024-05,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,149.29,5,Excellent
2024-05,"Dairy Fresh Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,237.18,2,Excellent
2024-05,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",1,1,1,100,305.81,13,Excellent
2024-05,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,59.7,10,Excellent
2024-05,"Farm to Table Sdn Bhd","B012","Kuching 88 Speedmart",1,1,1,100,244.05,9,Excellent
2024-05,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,118.23,5,Excellent
2024-05,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,971.1,1,Excellent
2024-05,"Green Harvest Trading","B012","Kuching 88 Speedmart",2,2,2,100,443.49,2.8,Excellent
2024-05,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,447.93,9,Excellent
2024-05,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,0,0,0,699.37,0,Poor
2024-05,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,62.4,8,Excellent
2024-05,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,296.08,4,Excellent
2024-05,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,37.63,7,Excellent
2024-05,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,304.1,8,Excellent
2024-05,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,425.38,5,Excellent
2024-05,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,342.58,1,Excellent
2024-05,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,64.6,4,Excellent
2024-05,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,195.23,2,Excellent
2024-05,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,103.9,3,Excellent
2024-06,"Arctic Chill Logistics","B006","Johor Bahru 88 Speedmart",1,1,1,100,309.25,12,Excellent
2024-06,"Arctic Chill Logistics","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1198.65,13,Excellent
2024-06,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,97.18,8,Excellent
2024-06,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,207.53,4,Excellent
2024-06,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,277.3,10,Excellent
2024-06,"Dry Goods Trading Co","B005","Klang 88 Speedmart",1,1,1,100,714.5,13,Excellent
2024-06,"Farm to Table Sdn Bhd","B007","Ipoh 88 Speedmart",1,1,1,100,563.43,9,Excellent
2024-06,"Farm to Table Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,189.7,13,Excellent
2024-06,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,644.35,13,Excellent
2024-06,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,21.84,14,Excellent
2024-06,"Frozen Foods Malaysia","B008","George Town 88 Speedmart",1,1,1,100,110.29,6,Excellent
2024-06,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,78.39,6,Excellent
2024-06,"Frozen Foods Malaysia","B010","Melaka 88 Speedmart",1,1,1,100,41.34,4,Excellent
2024-06,"Global Grocery Supply","B006","Johor Bahru 88 Speedmart",1,1,1,100,62.3,8,Excellent
2024-06,"Global Grocery Supply","B005","Klang 88 Speedmart",1,1,1,100,241.15,7,Excellent
2024-06,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,169.86,8,Excellent
2024-06,"Global Grocery Supply","B009","Seremban 88 Speedmart",4,4,4,100,2682.51,5,Excellent
2024-06,"Green Harvest Trading","B001","Ampang 88 Speedmart",1,1,1,100,50.56,2,Excellent
2024-06,"Green Harvest Trading","B007","Ipoh 88 Speedmart",2,2,2,100,3733.74,1.6,Excellent
2024-06,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,124.8,3,Excellent
2024-06,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,986.8,4,Excellent
2024-06,"Green Harvest Trading","B012","Kuching 88 Speedmart",2,2,2,100,657.56,2.5,Excellent
2024-06,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,2961.24,1,Excellent
2024-06,"Green Harvest Trading","B009","Seremban 88 Speedmart",2,1,1,50,5001.78,4,Poor
2024-06,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",1,1,1,100,3638.65,2,Excellent
2024-06,"Home Essentials Enterprise","B008","George Town 88 Speedmart",1,1,1,100,1840.27,11,Excellent
2024-06,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,1,1,100,1056.7,10,Excellent
2024-06,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,551.27,13,Excellent
2024-06,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,170.95,11,Excellent
2024-06,"Home Essentials Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,820.92,14,Excellent
2024-06,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,927.48,6,Excellent
2024-06,"Nusa Kitchen Supplies","B002","Cheras 88 Speedmart",1,1,1,100,1741.34,6,Excellent
2024-06,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,449.57,8,Excellent
2024-06,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,92.4,4,Excellent
2024-06,"Nusa Kitchen Supplies","B003","Petaling Jaya 88 Speedmart",1,1,1,100,228.79,7,Excellent
2024-06,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,1428.83,6,Excellent
2024-06,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,260.84,2.7,Excellent
2024-06,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,68.09,3,Excellent
2024-06,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,927.08,4,Excellent
2024-06,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",4,3,3,75,930.1,2.7,Average
2024-07,"Clean & Clear Resources","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,793.76,8,Excellent
2024-07,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,237.4,7,Excellent
2024-07,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,436.14,1,Excellent
2024-07,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,385.62,12,Excellent
2024-07,"Dry Goods Trading Co","B006","Johor Bahru 88 Speedmart",2,2,2,100,1508.51,13,Excellent
2024-07,"Dry Goods Trading Co","B005","Klang 88 Speedmart",1,1,1,100,727.79,11,Excellent
2024-07,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",1,1,1,100,266.52,13,Excellent
2024-07,"Farm to Table Sdn Bhd","B012","Kuching 88 Speedmart",1,1,1,100,427.14,13,Excellent
2024-07,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,229.65,13,Excellent
2024-07,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,139.12,7,Excellent
2024-07,"Global Grocery Supply","B002","Cheras 88 Speedmart",1,1,1,100,8698.12,5,Excellent
2024-07,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,1189.32,6,Excellent
2024-07,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,26.67,5,Excellent
2024-07,"Global Grocery Supply","B006","Johor Bahru 88 Speedmart",1,1,1,100,388.8,4,Excellent
2024-07,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,285.65,7,Excellent
2024-07,"Global Grocery Supply","B012","Kuching 88 Speedmart",2,2,2,100,379.26,6.7,Excellent
2024-07,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,30.16,4,Excellent
2024-07,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,219.73,4,Excellent
2024-07,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,277.34,3,Excellent
2024-07,"Green Harvest Trading","B007","Ipoh 88 Speedmart",1,1,1,100,424.05,4,Excellent
2024-07,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,365.89,2,Excellent
2024-07,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,977.11,4,Excellent
2024-07,"Green Harvest Trading","B012","Kuching 88 Speedmart",1,1,1,100,1179.66,1,Excellent
2024-07,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,445.13,3,Excellent
2024-07,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,293.91,4,Excellent
2024-07,"Home Essentials Enterprise","B008","George Town 88 Speedmart",1,1,1,100,646.12,13,Excellent
2024-07,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,911.79,12,Excellent
2024-07,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,189.19,11,Excellent
2024-07,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,1208.24,14,Excellent
2024-07,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,201.6,14,Excellent
2024-07,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,457.54,13,Excellent
2024-07,"Nusa Kitchen Supplies","B002","Cheras 88 Speedmart",1,1,1,100,1009.37,4,Excellent
2024-07,"Nusa Kitchen Supplies","B008","George Town 88 Speedmart",1,1,1,100,464.28,5,Excellent
2024-07,"Nusa Kitchen Supplies","B012","Kuching 88 Speedmart",1,1,1,100,149.64,6,Excellent
2024-07,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,425.16,3,Excellent
2024-07,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,212.95,2.5,Excellent
2024-07,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,798.5,2,Excellent
2024-08,"Arctic Chill Logistics","B004","Shah Alam 88 Speedmart",1,1,1,100,103.78,12,Excellent
2024-08,"Clean & Clear Resources","B006","Johor Bahru 88 Speedmart",1,1,1,100,72.54,7,Excellent
2024-08,"Clean & Clear Resources","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,528.1,5,Excellent
2024-08,"Dairy Fresh Sdn Bhd","B002","Cheras 88 Speedmart",1,1,1,100,2061.12,3,Excellent
2024-08,"Dairy Fresh Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,203.03,4,Excellent
2024-08,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,93.94,4,Excellent
2024-08,"Dairy Fresh Sdn Bhd","B003","Petaling Jaya 88 Speedmart",1,1,1,100,190.84,3,Excellent
2024-08,"Dry Goods Trading Co","B012","Kuching 88 Speedmart",1,1,1,100,334.47,9,Excellent
2024-08,"Dry Goods Trading Co","B009","Seremban 88 Speedmart",1,1,1,100,84.7,10,Excellent
2024-08,"Dry Goods Trading Co","B004","Shah Alam 88 Speedmart",1,1,1,100,426.5,14,Excellent
2024-08,"Farm to Table Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,419.76,12,Excellent
2024-08,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,1019.41,9,Excellent
2024-08,"Frozen Foods Malaysia","B007","Ipoh 88 Speedmart",1,1,1,100,1012.88,4,Excellent
2024-08,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,18.24,7,Excellent
2024-08,"Global Grocery Supply","B012","Kuching 88 Speedmart",1,1,1,100,269.46,5,Excellent
2024-08,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,393.58,2,Excellent
2024-08,"Green Harvest Trading","B010","Melaka 88 Speedmart",2,2,2,100,965.45,2,Excellent
