CAL_DATE,BRANCH_NAME,CATEGORY_NAME,ITEM_NAME,QUANTITY_ON_HAND,IS_MYKASIH_ELIGIBLE,AVG_DAILY_SALES,DAYS_OF_SUPPLY,SUGGESTED_REORDER_POINT,SUGGESTED_MAX_LEVEL,STOCK_STATUS,ACTION_REQUIRED
2022-09-30,"Cheras 88 Speedmart","Rice and Grains","Oatmeal 1kg",466,N,1.67,279.6,13,63,EXCESS,FREEZE PURCHASING
2022-12-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Nangka Muda 565g",39,Y,2.3,17,19,87,NORMAL,MONITOR
2022-11-30,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Nangka Muda 565g",16,Y,2.3,7,19,87,LOW,PLANNED REORDER
2022-10-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Nangka Muda 565g",23,Y,2.3,10,19,87,NORMAL,MONITOR
2022-09-30,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Nangka Muda 565g",30,Y,2.3,13,19,87,NORMAL,MONITOR
2022-12-31,"Melaka 88 Speedmart","Household Cleaning","Pembersih Lantai 1L",46,Y,2,23,16,76,NORMAL,MONITOR
2022-11-30,"Melaka 88 Speedmart","Household Cleaning","Pembersih Lantai 1L",53,Y,2,26.5,16,76,NORMAL,MONITOR
2022-11-30,"Klang 88 Speedmart","Imported Goods","Kopi Arabika 250g",40,N,2.25,17.8,18,86,NORMAL,MONITOR
2022-12-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",50,Y,2.29,21.9,19,87,NORMAL,MONITOR
2022-11-30,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",29,Y,2.29,12.7,19,87,NORMAL,MONITOR
2022-10-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",36,Y,2.29,15.7,19,87,NORMAL,MONITOR
2022-09-30,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",37,Y,2.29,16.2,19,87,NORMAL,MONITOR
2022-08-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",38,Y,2.29,16.6,19,87,NORMAL,MONITOR
2022-11-30,"Johor Bahru 88 Speedmart","Stationery and Daily Needs","Pen 10pcs",7,N,2.8,2.5,23,106,LOW,PLANNED REORDER
2022-12-31,"Cheras 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",52,N,1,52,7,38,EXCESS,FREEZE PURCHASING
2022-12-31,"Ipoh 88 Speedmart","Snacks and Confectionery","Biskut 200g",125,N,1.86,67.3,15,71,EXCESS,FREEZE PURCHASING
2022-11-30,"Ipoh 88 Speedmart","Snacks and Confectionery","Biskut 200g",136,N,1.86,73.2,15,71,EXCESS,FREEZE PURCHASING
2022-11-30,"Ipoh 88 Speedmart","Alcoholic Beverages","Whisky 700ml",64,N,2.6,24.6,21,99,NORMAL,MONITOR
2022-10-31,"Ipoh 88 Speedmart","Alcoholic Beverages","Whisky 700ml",66,N,2.6,25.4,21,99,NORMAL,MONITOR
2022-09-30,"Ipoh 88 Speedmart","Alcoholic Beverages","Whisky 700ml",69,N,2.6,26.5,21,99,NORMAL,MONITOR
2022-08-31,"Ipoh 88 Speedmart","Alcoholic Beverages","Whisky 700ml",70,N,2.6,26.9,21,99,NORMAL,MONITOR
2022-12-31,"Ampang 88 Speedmart","Cooking Essentials","Madu 250g",225,N,1.5,150,12,57,EXCESS,FREEZE PURCHASING
2022-11-30,"Petaling Jaya 88 Speedmart","Alcoholic Beverages","Whisky 700ml",161,N,2.4,67.1,19,91,EXCESS,FREEZE PURCHASING
2022-10-31,"Petaling Jaya 88 Speedmart","Alcoholic Beverages","Whisky 700ml",165,N,2.4,68.8,19,91,EXCESS,FREEZE PURCHASING
2022-09-30,"Petaling Jaya 88 Speedmart","Alcoholic Beverages","Whisky 700ml",165,N,2.4,68.8,19,91,EXCESS,FREEZE PURCHASING
2022-08-31,"Petaling Jaya 88 Speedmart","Alcoholic Beverages","Whisky 700ml",74,N,2.4,30.8,19,91,NORMAL,MONITOR
2022-12-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",74,N,1.33,55.5,11,51,EXCESS,FREEZE PURCHASING
2022-11-30,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",82,N,1.33,61.5,11,51,EXCESS,FREEZE PURCHASING
2022-10-31,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",84,N,1.33,63,11,51,EXCESS,FREEZE PURCHASING
2022-09-30,"Johor Bahru 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",85,N,1.33,63.8,11,51,EXCESS,FREEZE PURCHASING
2022-08-31,"Ampang 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",365,N,1.25,292,10,48,EXCESS,FREEZE PURCHASING
2022-07-31,"Ampang 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",368,N,1.25,294.4,10,48,EXCESS,FREEZE PURCHASING
2022-08-31,"George Town 88 Speedmart","Frozen Food","Nuget 500g",27,N,1,27,7,38,NORMAL,MONITOR
2022-12-31,"Petaling Jaya 88 Speedmart","Dairy Products","Krim 200ml",122,Y,1.5,81.3,12,57,EXCESS,FREEZE PURCHASING
2022-11-30,"Petaling Jaya 88 Speedmart","Dairy Products","Krim 200ml",127,Y,1.5,84.7,12,57,EXCESS,FREEZE PURCHASING
2022-10-31,"Petaling Jaya 88 Speedmart","Dairy Products","Krim 200ml",131,Y,1.5,87.3,12,57,EXCESS,FREEZE PURCHASING
2022-09-30,"Petaling Jaya 88 Speedmart","Dairy Products","Krim 200ml",132,Y,1.5,88,12,57,EXCESS,FREEZE PURCHASING
2022-08-31,"Petaling Jaya 88 Speedmart","Dairy Products","Krim 200ml",132,Y,1.5,88,12,57,EXCESS,FREEZE PURCHASING
2022-08-31,"Petaling Jaya 88 Speedmart","Imported Goods","Keju Parmesan 200g",90,N,2.5,36,19,95,NORMAL,MONITOR
2022-12-31,"Ampang 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",107,Y,1.5,71.3,12,57,EXCESS,FREEZE PURCHASING
2022-11-30,"Ampang 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",110,Y,1.5,73.3,12,57,EXCESS,FREEZE PURCHASING
2022-10-31,"Ampang 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",116,Y,1.5,77.3,12,57,EXCESS,FREEZE PURCHASING
2022-09-30,"Ampang 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",119,Y,1.5,79.3,12,57,EXCESS,FREEZE PURCHASING
2022-08-31,"Ampang 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",121,Y,1.5,80.7,12,57,EXCESS,FREEZE PURCHASING
2023-01-31,"Melaka 88 Speedmart","Dairy Products","Krim 200ml",43,Y,2.5,17.2,19,95,NORMAL,MONITOR
2023-02-28,"Melaka 88 Speedmart","Personal Care","Syampu 500ml",39,N,1.5,26,13,57,NORMAL,MONITOR
2023-01-31,"Melaka 88 Speedmart","Personal Care","Syampu 500ml",41,N,1.5,27.3,13,57,NORMAL,MONITOR
2023-02-28,"Shah Alam 88 Speedmart","Rice and Grains","Tepung Beras 500g",37,N,1.8,20.6,13,68,NORMAL,MONITOR
2023-01-31,"Shah Alam 88 Speedmart","Rice and Grains","Tepung Beras 500g",39,N,1.8,21.7,13,68,NORMAL,MONITOR
2023-01-31,"Johor Bahru 88 Speedmart","Instant Food","Cup Soup 100g",89,Y,1.4,63.6,11,53,EXCESS,FREEZE PURCHASING
2023-01-31,"Seremban 88 Speedmart","Alcoholic Beverages","Wain Putih 750ml",19,N,2.25,8.4,18,86,NORMAL,MONITOR
2023-01-31,"Johor Bahru 88 Speedmart","Frozen Food","Kentang Goreng 1kg",21,N,4.5,4.7,33,171,LOW,PLANNED REORDER
2022-10-31,"Melaka 88 Speedmart","Rice and Grains","Tepung Jagung 500g",76,Y,1.33,57,10,51,EXCESS,FREEZE PURCHASING
2022-09-30,"Melaka 88 Speedmart","Rice and Grains","Tepung Jagung 500g",35,Y,1.33,26.3,10,51,NORMAL,MONITOR
2022-12-31,"Melaka 88 Speedmart","Instant Food","Nasi Segera 200g",91,Y,1.8,50.6,15,68,EXCESS,FREEZE PURCHASING
2022-11-30,"Melaka 88 Speedmart","Instant Food","Nasi Segera 200g",92,Y,1.8,51.1,15,68,EXCESS,FREEZE PURCHASING
2022-10-31,"Melaka 88 Speedmart","Instant Food","Nasi Segera 200g",95,Y,1.8,52.8,15,68,EXCESS,FREEZE PURCHASING
2022-09-30,"Melaka 88 Speedmart","Instant Food","Nasi Segera 200g",97,Y,1.8,53.9,15,68,EXCESS,FREEZE PURCHASING
2022-08-31,"Melaka 88 Speedmart","Instant Food","Nasi Segera 200g",100,Y,1.8,55.6,15,68,EXCESS,FREEZE PURCHASING
2022-07-31,"Melaka 88 Speedmart","Instant Food","Nasi Segera 200g",100,Y,1.8,55.6,15,68,EXCESS,FREEZE PURCHASING
2022-10-31,"Ampang 88 Speedmart","Beverages","Teh Tarik 250ml",213,N,1.75,121.7,14,67,EXCESS,FREEZE PURCHASING
2022-09-30,"Ampang 88 Speedmart","Beverages","Teh Tarik 250ml",218,N,1.75,124.6,14,67,EXCESS,FREEZE PURCHASING
2022-08-31,"Ampang 88 Speedmart","Beverages","Teh Tarik 250ml",219,N,1.75,125.1,14,67,EXCESS,FREEZE PURCHASING
2022-10-31,"Ampang 88 Speedmart","Snacks and Confectionery","Gula-gula 150g",93,N,1,93,7,38,EXCESS,FREEZE PURCHASING
2022-09-30,"Ampang 88 Speedmart","Snacks and Confectionery","Gula-gula 150g",94,N,1,94,7,38,EXCESS,FREEZE PURCHASING
2022-10-31,"Ampang 88 Speedmart","Frozen Food","Daging Beku 500g",39,N,1.75,22.3,15,67,NORMAL,MONITOR
2022-09-30,"Ampang 88 Speedmart","Frozen Food","Daging Beku 500g",45,N,1.75,25.7,15,67,NORMAL,MONITOR
2022-08-31,"Ampang 88 Speedmart","Frozen Food","Daging Beku 500g",46,N,1.75,26.3,15,67,NORMAL,MONITOR
2022-10-31,"Ipoh 88 Speedmart","Personal Care","Syampu 500ml",43,N,1.25,34.4,10,48,NORMAL,MONITOR
2022-09-30,"Ipoh 88 Speedmart","Personal Care","Syampu 500ml",49,N,1.25,39.2,10,48,EXCESS,FREEZE PURCHASING
2022-12-31,"Seremban 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",15,N,1.75,8.6,15,67,NORMAL,MONITOR
2022-11-30,"Seremban 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",20,N,1.75,11.4,15,67,NORMAL,MONITOR
2022-10-31,"Seremban 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",11,N,1.75,6.3,15,67,LOW,PLANNED REORDER
2022-09-30,"Seremban 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",15,N,1.75,8.6,15,67,NORMAL,MONITOR
2022-08-31,"Seremban 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",8,N,1.75,4.6,15,67,LOW,PLANNED REORDER
2022-10-31,"Johor Bahru 88 Speedmart","Stationery and Daily Needs","Pensil 12pcs",24,N,2,12,16,76,NORMAL,MONITOR
2022-09-30,"Johor Bahru 88 Speedmart","Stationery and Daily Needs","Pensil 12pcs",32,N,2,16,16,76,NORMAL,MONITOR
2022-11-30,"Johor Bahru 88 Speedmart","Rice and Grains","Oatmeal 1kg",86,N,2,43,16,76,EXCESS,FREEZE PURCHASING
2022-10-31,"Johor Bahru 88 Speedmart","Rice and Grains","Oatmeal 1kg",87,N,2,43.5,16,76,EXCESS,FREEZE PURCHASING
2022-09-30,"Johor Bahru 88 Speedmart","Rice and Grains","Oatmeal 1kg",90,N,2,45,16,76,EXCESS,FREEZE PURCHASING
2022-10-31,"Johor Bahru 88 Speedmart","Rice and Grains","Tepung Jagung 500g",66,Y,1.5,44,12,57,EXCESS,FREEZE PURCHASING
2022-09-30,"Johor Bahru 88 Speedmart","Rice and Grains","Tepung Jagung 500g",70,Y,1.5,46.7,12,57,EXCESS,FREEZE PURCHASING
2022-11-30,"Melaka 88 Speedmart","Instant Food","Bubur Segera 50g",138,N,1.5,92,12,57,EXCESS,FREEZE PURCHASING
2022-10-31,"Melaka 88 Speedmart","Instant Food","Bubur Segera 50g",139,N,1.5,92.7,12,57,EXCESS,FREEZE PURCHASING
2022-10-31,"Seremban 88 Speedmart","Dairy Products","Susu Kambing 1L",22,Y,3,7.3,27,114,NORMAL,MONITOR
2022-09-30,"Seremban 88 Speedmart","Dairy Products","Susu Kambing 1L",23,Y,3,7.7,27,114,NORMAL,MONITOR
2022-12-31,"George Town 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",62,N,1.67,37.2,13,63,NORMAL,MONITOR
2022-11-30,"Melaka 88 Speedmart","Dairy Products","Keju 250g",24,Y,1,24,7,38,NORMAL,MONITOR
2022-12-31,"Johor Bahru 88 Speedmart","Snacks and Confectionery","Kacang Putih 200g",26,N,1,26,7,38,NORMAL,MONITOR
2022-11-30,"Johor Bahru 88 Speedmart","Snacks and Confectionery","Kacang Putih 200g",28,N,1,28,7,38,NORMAL,MONITOR
2022-12-31,"Seremban 88 Speedmart","Rice and Grains","Tepung Jagung 500g",31,Y,2,15.5,17,76,NORMAL,MONITOR
2022-11-30,"Seremban 88 Speedmart","Rice and Grains","Tepung Jagung 500g",34,Y,2,17,17,76,NORMAL,MONITOR
2022-11-30,"Johor Bahru 88 Speedmart","Frozen Food","Sosej Beku 500g",34,N,3,11.3,27,114,NORMAL,MONITOR
2022-12-31,"Seremban 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",45,Y,3,15,24,114,NORMAL,MONITOR
2022-11-30,"Seremban 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",29,Y,3,9.7,24,114,NORMAL,MONITOR
2022-10-31,"Seremban 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",31,Y,3,10.3,24,114,NORMAL,MONITOR
2022-12-31,"Seremban 88 Speedmart","Stationery and Daily Needs","Pensil 12pcs",17,N,1.33,12.8,10,51,NORMAL,MONITOR
2022-11-30,"Seremban 88 Speedmart","Stationery and Daily Needs","Pensil 12pcs",24,N,1.33,18,10,51,NORMAL,MONITOR
2022-12-31,"George Town 88 Speedmart","Instant Food","Oat Segera 1kg",188,N,1.67,112.8,13,63,EXCESS,FREEZE PURCHASING
2022-11-30,"George Town 88 Speedmart","Instant Food","Oat Segera 1kg",197,N,1.67,118.2,13,63,EXCESS,FREEZE PURCHASING
2022-12-31,"Ampang 88 Speedmart","Stationery and Daily Needs","Pensil 12pcs",69,N,2,34.5,17,76,NORMAL,MONITOR
2022-11-30,"Ampang 88 Speedmart","Stationery and Daily Needs","Pensil 12pcs",82,N,2,41,17,76,EXCESS,FREEZE PURCHASING
2022-12-31,"Cheras 88 Speedmart","Instant Food","Oat Segera 1kg",302,N,2,151,18,76,EXCESS,FREEZE PURCHASING
2022-11-30,"Cheras 88 Speedmart","Instant Food","Oat Segera 1kg",312,N,2,156,18,76,EXCESS,FREEZE PURCHASING
2022-12-31,"Petaling Jaya 88 Speedmart","Organic Foods","Minyak Zaitun Organik 500ml",110,N,1.33,82.5,10,51,EXCESS,FREEZE PURCHASING
2022-11-30,"Petaling Jaya 88 Speedmart","Organic Foods","Minyak Zaitun Organik 500ml",112,N,1.33,84,10,51,EXCESS,FREEZE PURCHASING
2022-08-31,"George Town 88 Speedmart","Dairy Products","Susu Kambing 1L",75,Y,1,75,7,38,EXCESS,FREEZE PURCHASING
2022-09-30,"Melaka 88 Speedmart","Dairy Products","Keju 250g",24,Y,3,8,21,114,NORMAL,MONITOR
2022-08-31,"Melaka 88 Speedmart","Dairy Products","Keju 250g",25,Y,3,8.3,21,114,NORMAL,MONITOR
2022-08-31,"Melaka 88 Speedmart","Stationery and Daily Needs","Bateri AAA 4pcs",22,N,2,11,14,76,NORMAL,MONITOR
2022-07-31,"Melaka 88 Speedmart","Stationery and Daily Needs","Bateri AAA 4pcs",24,N,2,12,14,76,NORMAL,MONITOR
2022-08-31,"Klang 88 Speedmart","Rice and Grains","Beras Super 5kg",145,N,2,72.5,17,76,EXCESS,FREEZE PURCHASING
2022-08-31,"George Town 88 Speedmart","Canned and Packaged Food","Nangka Muda 565g",65,Y,1.5,43.3,12,57,EXCESS,FREEZE PURCHASING
2023-02-28,"George Town 88 Speedmart","Dairy Products","Susu Segar 1L",125,N,1.6,78.1,13,61,EXCESS,FREEZE PURCHASING
2023-01-31,"George Town 88 Speedmart","Dairy Products","Susu Segar 1L",131,N,1.6,81.9,13,61,EXCESS,FREEZE PURCHASING
2023-01-31,"Ipoh 88 Speedmart","Alcoholic Beverages","Wain Putih 750ml",22,N,3.5,6.3,26,133,LOW,PLANNED REORDER
2023-01-31,"Kota Kinabalu 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",20,N,1.33,15,10,51,NORMAL,MONITOR
2023-01-31,"Ampang 88 Speedmart","Dairy Products","Krim 200ml",41,Y,1,41,7,38,EXCESS,FREEZE PURCHASING
2022-12-31,"Cheras 88 Speedmart","Household Cleaning","Detergen 2kg",405,Y,1,405,7,38,EXCESS,FREEZE PURCHASING
2022-11-30,"Cheras 88 Speedmart","Household Cleaning","Detergen 2kg",406,Y,1,406,7,38,EXCESS,FREEZE PURCHASING
2022-10-31,"Cheras 88 Speedmart","Household Cleaning","Detergen 2kg",409,Y,1,409,7,38,EXCESS,FREEZE PURCHASING
2022-09-30,"Cheras 88 Speedmart","Household Cleaning","Detergen 2kg",410,Y,1,410,7,38,EXCESS,FREEZE PURCHASING
2022-09-30,"Melaka 88 Speedmart","Cooking Essentials","Kicap Manis 600ml",121,Y,2,60.5,14,76,EXCESS,FREEZE PURCHASING
2022-10-31,"Melaka 88 Speedmart","Personal Care","Balm 30g",18,N,3.5,5.1,29,133,LOW,PLANNED REORDER
2022-09-30,"Melaka 88 Speedmart","Personal Care","Balm 30g",20,N,3.5,5.7,29,133,LOW,PLANNED REORDER
2022-12-31,"Petaling Jaya 88 Speedmart","Household Cleaning","Detergen 2kg",10,Y,2.63,3.8,22,100,LOW,PLANNED REORDER
2022-11-30,"Petaling Jaya 88 Speedmart","Household Cleaning","Detergen 2kg",11,Y,2.63,4.2,22,100,LOW,PLANNED REORDER
2022-10-31,"Petaling Jaya 88 Speedmart","Household Cleaning","Detergen 2kg",26,Y,2.63,9.9,22,100,NORMAL,MONITOR
2022-09-30,"Petaling Jaya 88 Speedmart","Household Cleaning","Detergen 2kg",31,Y,2.63,11.8,22,100,NORMAL,MONITOR
2022-11-30,"Seremban 88 Speedmart","Household Cleaning","Peluntur 1L",53,Y,1.33,39.8,10,51,EXCESS,FREEZE PURCHASING
2022-10-31,"Seremban 88 Speedmart","Household Cleaning","Peluntur 1L",58,Y,1.33,43.5,10,51,EXCESS,FREEZE PURCHASING
2022-12-31,"Shah Alam 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",45,N,2.25,20,20,86,NORMAL,MONITOR
2022-11-30,"Shah Alam 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",48,N,2.25,21.3,20,86,NORMAL,MONITOR
2022-10-31,"Shah Alam 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",54,N,2.25,24,20,86,NORMAL,MONITOR
2022-10-31,"Ipoh 88 Speedmart","Rice and Grains","Tepung Jagung 500g",80,Y,1.5,53.3,12,57,EXCESS,FREEZE PURCHASING
2022-09-30,"Ipoh 88 Speedmart","Rice and Grains","Tepung Jagung 500g",81,Y,1.5,54,12,57,EXCESS,FREEZE PURCHASING
2022-12-31,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",66,Y,1.5,44,12,57,EXCESS,FREEZE PURCHASING
2022-11-30,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",70,Y,1.5,46.7,12,57,EXCESS,FREEZE PURCHASING
2022-10-31,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",70,Y,1.5,46.7,12,57,EXCESS,FREEZE PURCHASING
2022-11-30,"George Town 88 Speedmart","Personal Care","Ubat Gigi 150g",140,N,1.71,81.7,14,65,EXCESS,FREEZE PURCHASING
2022-10-31,"George Town 88 Speedmart","Personal Care","Ubat Gigi 150g",144,N,1.71,84,14,65,EXCESS,FREEZE PURCHASING
2022-09-30,"George Town 88 Speedmart","Personal Care","Ubat Gigi 150g",151,N,1.71,88.1,14,65,EXCESS,FREEZE PURCHASING
2022-08-31,"George Town 88 Speedmart","Personal Care","Ubat Gigi 150g",152,N,1.71,88.7,14,65,EXCESS,FREEZE PURCHASING
2022-12-31,"Klang 88 Speedmart","Rice and Grains","Beras Super 5kg",129,N,2.8,46.1,23,106,EXCESS,FREEZE PURCHASING
2022-11-30,"Klang 88 Speedmart","Rice and Grains","Beras Super 5kg",138,N,2.8,49.3,23,106,EXCESS,FREEZE PURCHASING
2022-10-31,"Klang 88 Speedmart","Rice and Grains","Beras Super 5kg",138,N,2.8,49.3,23,106,EXCESS,FREEZE PURCHASING
2022-09-30,"Klang 88 Speedmart","Rice and Grains","Beras Super 5kg",144,N,2.8,51.4,23,106,EXCESS,FREEZE PURCHASING
2022-10-31,"Shah Alam 88 Speedmart","Organic Foods","Minyak Zaitun Organik 500ml",110,N,2,55,17,76,EXCESS,FREEZE PURCHASING
2022-09-30,"Shah Alam 88 Speedmart","Organic Foods","Minyak Zaitun Organik 500ml",114,N,2,57,17,76,EXCESS,FREEZE PURCHASING
2022-08-31,"Shah Alam 88 Speedmart","Organic Foods","Minyak Zaitun Organik 500ml",114,N,2,57,17,76,EXCESS,FREEZE PURCHASING
2022-07-31,"Shah Alam 88 Speedmart","Organic Foods","Minyak Zaitun Organik 500ml",114,N,2,57,17,76,EXCESS,FREEZE PURCHASING
2022-11-30,"Johor Bahru 88 Speedmart","Cooking Essentials","Cuka 500ml",235,N,3,78.3,24,114,EXCESS,FREEZE PURCHASING
2022-10-31,"Johor Bahru 88 Speedmart","Cooking Essentials","Cuka 500ml",241,N,3,80.3,24,114,EXCESS,FREEZE PURCHASING
2022-11-30,"Shah Alam 88 Speedmart","Frozen Food","Sosej Beku 500g",55,N,3,18.3,21,114,NORMAL,MONITOR
2022-12-31,"Ampang 88 Speedmart","Baby Products","Pampers S 24pcs",349,Y,1,349,7,38,EXCESS,FREEZE PURCHASING
2022-11-30,"Ampang 88 Speedmart","Baby Products","Pampers S 24pcs",350,Y,1,350,7,38,EXCESS,FREEZE PURCHASING
2022-11-30,"Cheras 88 Speedmart","Frozen Food","Ikan Beku 500g",51,N,1,51,7,38,EXCESS,FREEZE PURCHASING
2022-12-31,"Ipoh 88 Speedmart","Rice and Grains","Beras Wangi 10kg",98,N,1,98,7,38,EXCESS,FREEZE PURCHASING
2022-11-30,"Ipoh 88 Speedmart","Rice and Grains","Beras Wangi 10kg",101,N,1,101,7,38,EXCESS,FREEZE PURCHASING
2022-12-31,"George Town 88 Speedmart","Stationery and Daily Needs","Pen 10pcs",26,N,1.75,14.9,14,67,NORMAL,MONITOR
2022-12-31,"Petaling Jaya 88 Speedmart","Cooking Essentials","Minyak Bijian 200ml",106,Y,2,53,17,76,EXCESS,FREEZE PURCHASING
2022-11-30,"Petaling Jaya 88 Speedmart","Household Cleaning","Pewangi Pakaian 1L",208,N,2.33,89.1,19,89,EXCESS,FREEZE PURCHASING
2022-12-31,"Petaling Jaya 88 Speedmart","Baby Products","Minyak Bayi 100ml",278,N,1.75,158.9,14,67,EXCESS,FREEZE PURCHASING
2022-11-30,"Petaling Jaya 88 Speedmart","Baby Products","Minyak Bayi 100ml",284,N,1.75,162.3,14,67,EXCESS,FREEZE PURCHASING
2022-12-31,"Cheras 88 Speedmart","Instant Food","Cup Soup 100g",341,Y,1.86,183.6,15,71,EXCESS,FREEZE PURCHASING
2022-11-30,"Cheras 88 Speedmart","Instant Food","Cup Soup 100g",355,Y,1.86,191.2,15,71,EXCESS,FREEZE PURCHASING
2022-12-31,"Melaka 88 Speedmart","Rice and Grains","Bijirin Sarapan 500g",110,Y,1,110,7,38,EXCESS,FREEZE PURCHASING
2022-11-30,"Melaka 88 Speedmart","Rice and Grains","Bijirin Sarapan 500g",112,Y,1,112,7,38,EXCESS,FREEZE PURCHASING
2022-11-30,"George Town 88 Speedmart","Household Cleaning","Peluntur 1L",42,Y,1.5,28,12,57,NORMAL,MONITOR
2022-10-31,"George Town 88 Speedmart","Household Cleaning","Peluntur 1L",42,Y,1.5,28,12,57,NORMAL,MONITOR
2022-12-31,"Melaka 88 Speedmart","Beverages","Air Mineral 1.5L",22,N,1,22,7,38,NORMAL,MONITOR
2022-12-31,"George Town 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",36,N,2.29,15.7,19,87,NORMAL,MONITOR
2022-11-30,"George Town 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",53,N,2.29,23.2,19,87,NORMAL,MONITOR
2022-10-31,"George Town 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",53,N,2.29,23.2,19,87,NORMAL,MONITOR
2022-09-30,"George Town 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",61,N,2.29,26.7,19,87,NORMAL,MONITOR
2022-08-31,"Ipoh 88 Speedmart","Baby Products","Makanan Bayi 120g",42,Y,1,42,7,38,EXCESS,FREEZE PURCHASING
2022-09-30,"Ampang 88 Speedmart","Frozen Food","Sayuran Beku 300g",38,N,1.25,30.4,10,48,NORMAL,MONITOR
2022-08-31,"Ampang 88 Speedmart","Frozen Food","Sayuran Beku 300g",41,N,1.25,32.8,10,48,NORMAL,MONITOR
2022-07-31,"Ampang 88 Speedmart","Frozen Food","Sayuran Beku 300g",41,N,1.25,32.8,10,48,NORMAL,MONITOR
2022-08-31,"Seremban 88 Speedmart","Household Cleaning","Pewangi Pakaian 1L",16,N,3,5.3,21,114,LOW,PLANNED REORDER
2022-07-31,"Seremban 88 Speedmart","Household Cleaning","Pewangi Pakaian 1L",5,N,3,1.7,21,114,CRITICAL,ORDER IMMEDIATELY
2022-09-30,"Ampang 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",46,N,1,46,7,38,EXCESS,FREEZE PURCHASING
2022-08-31,"Shah Alam 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",75,N,1,75,7,38,EXCESS,FREEZE PURCHASING
2022-07-31,"Shah Alam 88 Speedmart","Canned and Packaged Food","Cendawan Sup 300g",75,N,1,75,7,38,EXCESS,FREEZE PURCHASING
2023-02-28,"George Town 88 Speedmart","Beverages","Kopi 3in1 10s",86,N,1.5,57.3,12,57,EXCESS,FREEZE PURCHASING
2023-01-31,"George Town 88 Speedmart","Beverages","Kopi 3in1 10s",87,N,1.5,58,12,57,EXCESS,FREEZE PURCHASING
2023-03-31,"Johor Bahru 88 Speedmart","Frozen Food","Pizza Beku 400g",13,N,2.5,5.2,22,95,LOW,PLANNED REORDER
2023-02-28,"Johor Bahru 88 Speedmart","Frozen Food","Pizza Beku 400g",14,N,2.5,5.6,22,95,LOW,PLANNED REORDER
2023-01-31,"Johor Bahru 88 Speedmart","Frozen Food","Pizza Beku 400g",15,N,2.5,6,22,95,LOW,PLANNED REORDER
2023-01-31,"Ipoh 88 Speedmart","Frozen Food","Daging Beku 500g",69,N,4.5,15.3,33,171,NORMAL,MONITOR
2023-02-28,"Klang 88 Speedmart","Dairy Products","Susu Cair 200ml",87,Y,1.17,74.6,9,44,EXCESS,FREEZE PURCHASING
2023-01-31,"Klang 88 Speedmart","Dairy Products","Susu Cair 200ml",90,Y,1.17,77.1,9,44,EXCESS,FREEZE PURCHASING
