Branch_Name,City,Cal_Year_Month,Cal_Month_Name,Cal_Year,Total_Orders,Total_Revenue,Avg_Order_Value,Gross_Margin,Gross_Margin_Pct,Total_Returns,Return_Rate_Pct
"Melaka 88 Speedmart","Melaka",2024-07,"July",2024,67,2930.78,43.74,788.46,26.9,12,17.91
"Melaka 88 Speedmart","Melaka",2024-08,"August",2024,39,1303.55,33.42,382.26,29.3,8,20.51
"Melaka 88 Speedmart","Melaka",2024-09,"September",2024,39,1383.45,35.47,439.02,31.7,3,7.69
"Melaka 88 Speedmart","Melaka",2024-10,"October",2024,53,2210.52,41.71,612.11,27.7,7,13.21
"Melaka 88 Speedmart","Melaka",2024-11,"November",2024,74,2943.1,39.77,828.94,28.2,6,8.11
"Melaka 88 Speedmart","Melaka",2024-12,"December",2024,105,4039.31,38.47,1131.15,28,9,8.57
"Melaka 88 Speedmart","Melaka",2025-01,"January",2025,75,2876.82,38.36,790.6,27.5,8,10.67
"Melaka 88 Speedmart","Melaka",2025-02,"February",2025,68,2181.35,32.08,602.54,27.6,8,11.76
"Melaka 88 Speedmart","Melaka",2025-03,"March",2025,42,1647.57,39.23,456.63,27.7,6,14.29
"Melaka 88 Speedmart","Melaka",2025-04,"April",2025,50,1681.89,33.64,502.89,29.9,1,2
"Melaka 88 Speedmart","Melaka",2025-05,"May",2025,50,2371.84,47.44,652.7,27.5,7,14
"Melaka 88 Speedmart","Melaka",2025-06,"June",2025,77,3076.94,39.96,838.95,27.3,16,20.78
"Melaka 88 Speedmart","Melaka",2025-07,"July",2025,39,1341.15,34.39,364.27,27.2,8,20.51
"Melaka 88 Speedmart","Melaka",2025-08,"August",2025,65,2233.3,34.36,586.22,26.2,6,9.23
"Melaka 88 Speedmart","Melaka",2025-09,"September",2025,59,2016.58,34.18,545.3,27,5,8.47
"Melaka 88 Speedmart","Melaka",2025-10,"October",2025,51,1940.5,38.05,539.18,27.8,3,5.88
"Melaka 88 Speedmart","Melaka",2025-11,"November",2025,91,3191.74,35.07,864.34,27.1,10,10.99
"Melaka 88 Speedmart","Melaka",2025-12,"December",2025,118,5896.15,49.97,1505.43,25.5,14,11.86
"Melaka 88 Speedmart","Melaka",2026-01,"January",2026,49,1744.05,35.59,474.67,27.2,9,18.37
"Melaka 88 Speedmart","Melaka",2026-02,"February",2026,81,3209.51,39.62,819.16,25.5,8,9.88
"Melaka 88 Speedmart","Melaka",2026-03,"March",2026,54,1962.35,36.34,580.76,29.6,10,18.52
"Melaka 88 Speedmart","Melaka",2026-04,"April",2026,44,2104.4,47.83,490.47,23.3,10,22.73
"Melaka 88 Speedmart","Melaka",2026-05,"May",2026,50,1838.66,36.77,478.39,26,5,10
"Melaka 88 Speedmart","Melaka",2026-06,"June",2026,74,3061.29,41.37,798.79,26.1,11,14.86
"Petaling Jaya 88 Speedmart","Petaling Jaya",2020-07,"July",2020,184,6874.03,37.36,2455.73,35.7,6,3.26
"Petaling Jaya 88 Speedmart","Petaling Jaya",2020-08,"August",2020,148,4866.97,32.88,1794.47,36.9,8,5.41
"Petaling Jaya 88 Speedmart","Petaling Jaya",2020-09,"September",2020,147,5163.86,35.13,1869.52,36.2,10,6.8
"Petaling Jaya 88 Speedmart","Petaling Jaya",2020-10,"October",2020,112,4137.42,36.94,1473.09,35.6,10,8.93
"Petaling Jaya 88 Speedmart","Petaling Jaya",2020-11,"November",2020,180,5489.39,30.5,1971.3,35.9,9,5
"Petaling Jaya 88 Speedmart","Petaling Jaya",2020-12,"December",2020,253,9520.03,37.63,3518.32,37,10,3.95
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-01,"January",2021,83,2550.54,30.73,889.53,34.9,5,6.02
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-02,"February",2021,86,3423.79,39.81,1200.97,35.1,10,11.63
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-03,"March",2021,96,3564.9,37.13,1243.17,34.9,9,9.38
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-04,"April",2021,81,2862.07,35.33,994.93,34.8,5,6.17
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-05,"May",2021,86,3589.67,41.74,1241.8,34.6,8,9.3
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-06,"June",2021,109,3705.6,34,1301.99,35.1,11,10.09
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-07,"July",2021,83,3137.88,37.81,1049.21,33.4,6,7.23
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-08,"August",2021,81,3128.97,38.63,1043.42,33.3,2,2.47
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-09,"September",2021,79,3061.49,38.75,1033.7,33.8,3,3.8
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-10,"October",2021,69,2767.38,40.11,921.11,33.3,5,7.25
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-11,"November",2021,93,3642.16,39.16,1283.71,35.2,9,9.68
"Petaling Jaya 88 Speedmart","Petaling Jaya",2021-12,"December",2021,125,4667.94,37.34,1605.6,34.4,7,5.6
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-01,"January",2022,62,2473.02,39.89,833.42,33.7,6,9.68
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-02,"February",2022,54,2365.02,43.8,782.76,33.1,6,11.11
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-03,"March",2022,56,1936.36,34.58,624.98,32.3,3,5.36
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-04,"April",2022,57,2271.77,39.86,735.87,32.4,6,10.53
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-05,"May",2022,63,2352.54,37.34,785.9,33.4,6,9.52
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-06,"June",2022,62,2361.34,38.09,790.67,33.5,7,11.29
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-07,"July",2022,46,1553.26,33.77,504.99,32.5,3,6.52
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-08,"August",2022,52,1813.43,34.87,565.75,31.2,3,5.77
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-09,"September",2022,47,1875.74,39.91,581.12,31,1,2.13
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-10,"October",2022,52,1948.9,37.48,616.12,31.6,4,7.69
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-11,"November",2022,73,2825.08,38.7,881.52,31.2,1,1.37
"Petaling Jaya 88 Speedmart","Petaling Jaya",2022-12,"December",2022,101,4326.72,42.84,1355.7,31.3,6,5.94
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-01,"January",2023,55,2264.35,41.17,668.24,29.5,3,5.45
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-02,"February",2023,42,1705.41,40.61,532.97,31.3,5,11.9
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-03,"March",2023,44,1392.63,31.65,431.35,31,3,6.82
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-04,"April",2023,44,1395.81,31.72,463.05,33.2,6,13.64
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-05,"May",2023,46,2433.42,52.9,743.23,30.5,8,17.39
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-06,"June",2023,67,2732.91,40.79,848.23,31,5,7.46
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-07,"July",2023,49,1883.54,38.44,582.12,30.9,8,16.33
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-08,"August",2023,41,1986.29,48.45,587.56,29.6,2,4.88
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-09,"September",2023,45,1591.32,35.36,477.73,30,7,15.56
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-10,"October",2023,37,1300.01,35.14,380.99,29.3,3,8.11
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-11,"November",2023,72,3155.94,43.83,931.37,29.5,8,11.11
"Petaling Jaya 88 Speedmart","Petaling Jaya",2023-12,"December",2023,108,4178.05,38.69,1320.15,31.6,13,12.04
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-01,"January",2024,45,1951.41,43.36,591.58,30.3,10,22.22
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-02,"February",2024,45,1627.52,36.17,519.67,31.9,7,15.56
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-03,"March",2024,59,2142.61,36.32,609.49,28.4,5,8.47
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-04,"April",2024,42,1245.51,29.66,402.78,32.3,5,11.9
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-05,"May",2024,38,1769.25,46.56,503.53,28.5,8,21.05
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-06,"June",2024,67,2556.72,38.16,716.85,28,9,13.43
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-07,"July",2024,57,2276.63,39.94,647.71,28.5,5,8.77
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-08,"August",2024,45,1676.66,37.26,492.2,29.4,5,11.11
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-09,"September",2024,55,3010.69,54.74,836.78,27.8,6,10.91
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-10,"October",2024,39,1174.49,30.12,329.96,28.1,8,20.51
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-11,"November",2024,59,1822.59,30.89,522.02,28.6,10,16.95
"Petaling Jaya 88 Speedmart","Petaling Jaya",2024-12,"December",2024,102,3838.02,37.63,1062.9,27.7,6,5.88
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-01,"January",2025,78,2780.35,35.65,755.32,27.2,12,15.38
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-02,"February",2025,49,2122.72,43.32,561.36,26.4,10,20.41
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-03,"March",2025,63,2092.34,33.21,606.32,29,7,11.11
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-04,"April",2025,60,2812.51,46.88,771.22,27.4,12,20
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-05,"May",2025,62,2689.83,43.38,781.38,29,9,14.52
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-06,"June",2025,76,3463.77,45.58,886.78,25.6,7,9.21
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-07,"July",2025,48,1765.36,36.78,497.85,28.2,5,10.42
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-08,"August",2025,64,2485.59,38.84,645.2,26,4,6.25
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-09,"September",2025,52,2176.74,41.86,565.89,26,7,13.46
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-10,"October",2025,54,1653.43,30.62,483.51,29.2,10,18.52
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-11,"November",2025,73,3428.91,46.97,857.42,25,7,9.59
"Petaling Jaya 88 Speedmart","Petaling Jaya",2025-12,"December",2025,112,4083.15,36.46,1125.8,27.6,11,9.82
"Petaling Jaya 88 Speedmart","Petaling Jaya",2026-01,"January",2026,65,2949.64,45.38,716.67,24.3,15,23.08
"Petaling Jaya 88 Speedmart","Petaling Jaya",2026-02,"February",2026,83,3581.41,43.15,934.19,26.1,17,20.48
"Petaling Jaya 88 Speedmart","Petaling Jaya",2026-03,"March",2026,67,2704.57,40.37,703.1,26,5,7.46
"Petaling Jaya 88 Speedmart","Petaling Jaya",2026-04,"April",2026,48,2476.7,51.6,613.57,24.8,11,22.92
"Petaling Jaya 88 Speedmart","Petaling Jaya",2026-05,"May",2026,72,3027.69,42.05,812.71,26.8,7,9.72
"Petaling Jaya 88 Speedmart","Petaling Jaya",2026-06,"June",2026,78,2584.74,33.14,698.07,27,13,16.67
"Seremban 88 Speedmart","Seremban",2022-01,"January",2022,76,2414.01,31.76,836.38,34.6,7,9.21
"Seremban 88 Speedmart","Seremban",2022-02,"February",2022,59,1855.64,31.45,612.05,33,2,3.39
"Seremban 88 Speedmart","Seremban",2022-03,"March",2022,56,2251.75,40.21,751.26,33.4,2,3.57
"Seremban 88 Speedmart","Seremban",2022-04,"April",2022,61,2031.36,33.3,664.86,32.7,7,11.48
"Seremban 88 Speedmart","Seremban",2022-05,"May",2022,62,2743.06,44.24,895.89,32.7,6,9.68
"Seremban 88 Speedmart","Seremban",2022-06,"June",2022,69,2437.97,35.33,772.59,31.7,7,10.14
"Seremban 88 Speedmart","Seremban",2022-07,"July",2022,42,2286.31,54.44,705.87,30.9,5,11.9
"Seremban 88 Speedmart","Seremban",2022-08,"August",2022,59,2851.04,48.32,899.37,31.5,4,6.78
"Seremban 88 Speedmart","Seremban",2022-09,"September",2022,62,2645.39,42.67,829.91,31.4,4,6.45
"Seremban 88 Speedmart","Seremban",2022-10,"October",2022,46,2032.71,44.19,647.55,31.9,5,10.87
"Seremban 88 Speedmart","Seremban",2022-11,"November",2022,91,3977.4,43.71,1232.74,31,10,10.99
"Seremban 88 Speedmart","Seremban",2022-12,"December",2022,108,3687.13,34.14,1218.71,33.1,10,9.26
"Seremban 88 Speedmart","Seremban",2023-01,"January",2023,82,3044.83,37.13,937.17,30.8,12,14.63
"Seremban 88 Speedmart","Seremban",2023-02,"February",2023,46,1586.72,34.49,475.46,30,2,4.35
"Seremban 88 Speedmart","Seremban",2023-03,"March",2023,59,3297.59,55.89,1011.87,30.7,10,16.95
"Seremban 88 Speedmart","Seremban",2023-04,"April",2023,57,2262.02,39.68,673.73,29.8,6,10.53
"Seremban 88 Speedmart","Seremban",2023-05,"May",2023,48,1650.42,34.38,525.01,31.8,2,4.17
"Seremban 88 Speedmart","Seremban",2023-06,"June",2023,63,2184.81,34.68,705.03,32.3,6,9.52
"Seremban 88 Speedmart","Seremban",2023-07,"July",2023,46,1435.02,31.2,439.51,30.6,3,6.52
"Seremban 88 Speedmart","Seremban",2023-08,"August",2023,39,1300.42,33.34,390.76,30,5,12.82
"Seremban 88 Speedmart","Seremban",2023-09,"September",2023,28,1110.16,39.65,353.91,31.9,0,0
"Seremban 88 Speedmart","Seremban",2023-10,"October",2023,42,1572.73,37.45,456.82,29,3,7.14
"Seremban 88 Speedmart","Seremban",2023-11,"November",2023,79,3426.99,43.38,1031.7,30.1,9,11.39
"Seremban 88 Speedmart","Seremban",2023-12,"December",2023,97,3608.7,37.2,1096.73,30.4,5,5.15
"Seremban 88 Speedmart","Seremban",2024-01,"January",2024,45,2156.88,47.93,602.28,27.9,5,11.11
"Seremban 88 Speedmart","Seremban",2024-02,"February",2024,52,2503.06,48.14,688.98,27.5,8,15.38
"Seremban 88 Speedmart","Seremban",2024-03,"March",2024,44,1877.27,42.67,526.2,28,6,13.64
"Seremban 88 Speedmart","Seremban",2024-04,"April",2024,43,1735.59,40.36,504.24,29.1,7,16.28
"Seremban 88 Speedmart","Seremban",2024-05,"May",2024,60,2232.95,37.22,658.45,29.5,8,13.33
"Seremban 88 Speedmart","Seremban",2024-06,"June",2024,79,2873.11,36.37,797.19,27.7,9,11.39
"Seremban 88 Speedmart","Seremban",2024-07,"July",2024,49,2067.49,42.19,589.8,28.5,4,8.16
"Seremban 88 Speedmart","Seremban",2024-08,"August",2024,50,2431.69,48.63,654.64,26.9,3,6
"Seremban 88 Speedmart","Seremban",2024-09,"September",2024,46,1871.61,40.69,519.45,27.8,6,13.04
"Seremban 88 Speedmart","Seremban",2024-10,"October",2024,49,1884.39,38.46,520.74,27.6,3,6.12
"Seremban 88 Speedmart","Seremban",2024-11,"November",2024,62,2394.73,38.62,692.87,28.9,6,9.68
"Seremban 88 Speedmart","Seremban",2024-12,"December",2024,103,3585.33,34.81,1007.51,28.1,11,10.68
"Seremban 88 Speedmart","Seremban",2025-01,"January",2025,78,3040.83,38.99,846.25,27.8,13,16.67
"Seremban 88 Speedmart","Seremban",2025-02,"February",2025,61,2453.04,40.21,665.47,27.1,13,21.31
"Seremban 88 Speedmart","Seremban",2025-03,"March",2025,57,2319.75,40.7,635.24,27.4,9,15.79
"Seremban 88 Speedmart","Seremban",2025-04,"April",2025,51,1907.33,37.4,566.17,29.7,5,9.8
"Seremban 88 Speedmart","Seremban",2025-05,"May",2025,47,1383.94,29.45,390.88,28.2,9,19.15
"Seremban 88 Speedmart","Seremban",2025-06,"June",2025,71,3009.32,42.38,783.27,26,8,11.27
"Seremban 88 Speedmart","Seremban",2025-07,"July",2025,51,2199.56,43.13,574.12,26.1,12,23.53
"Seremban 88 Speedmart","Seremban",2025-08,"August",2025,45,1886.01,41.91,498.78,26.4,7,15.56
"Seremban 88 Speedmart","Seremban",2025-09,"September",2025,52,2111.71,40.61,566.94,26.8,6,11.54
"Seremban 88 Speedmart","Seremban",2025-10,"October",2025,59,2489.25,42.19,662.76,26.6,10,16.95
"Seremban 88 Speedmart","Seremban",2025-11,"November",2025,76,3061.62,40.28,794.13,25.9,11,14.47
"Seremban 88 Speedmart","Seremban",2025-12,"December",2025,111,4428.74,39.9,1229.21,27.8,22,19.82
"Seremban 88 Speedmart","Seremban",2026-01,"January",2026,62,2012.51,32.46,517.98,25.7,13,20.97
"Seremban 88 Speedmart","Seremban",2026-02,"February",2026,80,3162.61,39.53,858.43,27.1,10,12.5
"Seremban 88 Speedmart","Seremban",2026-03,"March",2026,70,3250.07,46.43,808.32,24.9,15,21.43
"Seremban 88 Speedmart","Seremban",2026-04,"April",2026,57,2291.37,40.2,578.66,25.3,7,12.28
"Seremban 88 Speedmart","Seremban",2026-05,"May",2026,51,1743.74,34.19,449.86,25.8,10,19.61
"Seremban 88 Speedmart","Seremban",2026-06,"June",2026,63,2741.67,43.52,715.86,26.1,11,17.46
"Shah Alam 88 Speedmart","Shah Alam",2020-10,"October",2020,123,4918.26,39.99,1769.28,36,6,4.88
"Shah Alam 88 Speedmart","Shah Alam",2020-11,"November",2020,181,6219.72,34.36,2275.53,36.6,11,6.08
"Shah Alam 88 Speedmart","Shah Alam",2020-12,"December",2020,229,8340.79,36.42,3044.38,36.5,7,3.06
"Shah Alam 88 Speedmart","Shah Alam",2021-01,"January",2021,112,3875.04,34.6,1350.1,34.8,12,10.71
"Shah Alam 88 Speedmart","Shah Alam",2021-02,"February",2021,106,4077.98,38.47,1378.04,33.8,10,9.43
"Shah Alam 88 Speedmart","Shah Alam",2021-03,"March",2021,97,3312.48,34.15,1102.7,33.3,5,5.15
"Shah Alam 88 Speedmart","Shah Alam",2021-04,"April",2021,66,2120.5,32.13,803.14,37.9,1,1.52
"Shah Alam 88 Speedmart","Shah Alam",2021-05,"May",2021,98,3664.85,37.4,1306.32,35.6,8,8.16
"Shah Alam 88 Speedmart","Shah Alam",2021-06,"June",2021,101,3001.68,29.72,1089.85,36.3,6,5.94
"Shah Alam 88 Speedmart","Shah Alam",2021-07,"July",2021,68,2711.81,39.88,908.44,33.5,5,7.35
"Shah Alam 88 Speedmart","Shah Alam",2021-08,"August",2021,65,2120.78,32.63,788.69,37.2,6,9.23
"Shah Alam 88 Speedmart","Shah Alam",2021-09,"September",2021,60,2494.5,41.58,837.36,33.6,2,3.33
"Shah Alam 88 Speedmart","Shah Alam",2021-10,"October",2021,61,2209.85,36.23,760.1,34.4,1,1.64
"Shah Alam 88 Speedmart","Shah Alam",2021-11,"November",2021,80,3528.11,44.1,1163.07,33,4,5
"Shah Alam 88 Speedmart","Shah Alam",2021-12,"December",2021,142,4930.46,34.72,1664.65,33.8,12,8.45
"Shah Alam 88 Speedmart","Shah Alam",2022-01,"January",2022,69,2234.9,32.39,709.33,31.7,6,8.7
"Shah Alam 88 Speedmart","Shah Alam",2022-02,"February",2022,50,1794.08,35.88,633.72,35.3,5,10
"Shah Alam 88 Speedmart","Shah Alam",2022-03,"March",2022,44,1441.45,32.76,482.2,33.5,5,11.36
"Shah Alam 88 Speedmart","Shah Alam",2022-04,"April",2022,61,2199.6,36.06,712.34,32.4,5,8.2
"Shah Alam 88 Speedmart","Shah Alam",2022-05,"May",2022,75,3407.93,45.44,1078.04,31.6,7,9.33
"Shah Alam 88 Speedmart","Shah Alam",2022-06,"June",2022,77,3053.8,39.66,973.58,31.9,8,10.39
"Shah Alam 88 Speedmart","Shah Alam",2022-07,"July",2022,65,2331.13,35.86,763.74,32.8,4,6.15
"Shah Alam 88 Speedmart","Shah Alam",2022-08,"August",2022,51,1899.21,37.24,628.5,33.1,5,9.8
"Shah Alam 88 Speedmart","Shah Alam",2022-09,"September",2022,39,1358.14,34.82,436.23,32.1,3,7.69
"Shah Alam 88 Speedmart","Shah Alam",2022-10,"October",2022,57,2882.06,50.56,889.53,30.9,7,12.28
"Shah Alam 88 Speedmart","Shah Alam",2022-11,"November",2022,72,2643.26,36.71,893.03,33.8,5,6.94
"Shah Alam 88 Speedmart","Shah Alam",2022-12,"December",2022,120,4574.68,38.12,1555.98,34,7,5.83
"Shah Alam 88 Speedmart","Shah Alam",2023-01,"January",2023,65,2196.71,33.8,648.03,29.5,4,6.15
"Shah Alam 88 Speedmart","Shah Alam",2023-02,"February",2023,35,1098.01,31.37,333.41,30.4,2,5.71
"Shah Alam 88 Speedmart","Shah Alam",2023-03,"March",2023,49,1888.04,38.53,587.04,31.1,4,8.16
"Shah Alam 88 Speedmart","Shah Alam",2023-04,"April",2023,55,2511.02,45.65,769.11,30.6,10,18.18
"Shah Alam 88 Speedmart","Shah Alam",2023-05,"May",2023,46,1514.29,32.92,484.67,32,5,10.87
"Shah Alam 88 Speedmart","Shah Alam",2023-06,"June",2023,68,3067.3,45.11,901.12,29.4,7,10.29
"Shah Alam 88 Speedmart","Shah Alam",2023-07,"July",2023,43,1766.49,41.08,541.25,30.6,3,6.98
"Shah Alam 88 Speedmart","Shah Alam",2023-08,"August",2023,50,2021.49,40.43,622.45,30.8,7,14
"Shah Alam 88 Speedmart","Shah Alam",2023-09,"September",2023,36,953.93,26.5,289.06,30.3,5,13.89
"Shah Alam 88 Speedmart","Shah Alam",2023-10,"October",2023,30,1347.24,44.91,402.52,29.9,2,6.67
"Shah Alam 88 Speedmart","Shah Alam",2023-11,"November",2023,54,1659.33,30.73,517.84,31.2,7,12.96
"Shah Alam 88 Speedmart","Shah Alam",2023-12,"December",2023,99,4064.27,41.05,1210.39,29.8,8,8.08
"Shah Alam 88 Speedmart","Shah Alam",2024-01,"January",2024,47,1719.17,36.58,536.11,31.2,2,4.26
"Shah Alam 88 Speedmart","Shah Alam",2024-02,"February",2024,50,2180.74,43.61,612.93,28.1,5,10
"Shah Alam 88 Speedmart","Shah Alam",2024-03,"March",2024,49,2125.73,43.38,611.76,28.8,5,10.2
"Shah Alam 88 Speedmart","Shah Alam",2024-04,"April",2024,51,2045.43,40.11,564.25,27.6,5,9.8
"Shah Alam 88 Speedmart","Shah Alam",2024-05,"May",2024,41,1577.52,38.48,446.18,28.3,7,17.07
"Shah Alam 88 Speedmart","Shah Alam",2024-06,"June",2024,64,2690.93,42.05,791.92,29.4,9,14.06
"Shah Alam 88 Speedmart","Shah Alam",2024-07,"July",2024,71,2636.51,37.13,774.08,29.4,8,11.27
"Shah Alam 88 Speedmart","Shah Alam",2024-08,"August",2024,45,2151.67,47.81,569.18,26.5,10,22.22
"Shah Alam 88 Speedmart","Shah Alam",2024-09,"September",2024,33,1047.25,31.73,306.25,29.2,8,24.24
"Shah Alam 88 Speedmart","Shah Alam",2024-10,"October",2024,59,3111.6,52.74,880.65,28.3,4,6.78
"Shah Alam 88 Speedmart","Shah Alam",2024-11,"November",2024,66,2184.3,33.1,640.02,29.3,11,16.67
"Shah Alam 88 Speedmart","Shah Alam",2024-12,"December",2024,125,5084.23,40.67,1474.73,29,13,10.4
"Shah Alam 88 Speedmart","Shah Alam",2025-01,"January",2025,64,3160.4,49.38,834.35,26.4,9,14.06
"Shah Alam 88 Speedmart","Shah Alam",2025-02,"February",2025,46,1496.78,32.54,420.08,28.1,9,19.57
"Shah Alam 88 Speedmart","Shah Alam",2025-03,"March",2025,39,1580.35,40.52,439.49,27.8,5,12.82
"Shah Alam 88 Speedmart","Shah Alam",2025-04,"April",2025,55,1902.9,34.6,544.36,28.6,12,21.82
"Shah Alam 88 Speedmart","Shah Alam",2025-05,"May",2025,65,2408.2,37.05,675.9,28.1,7,10.77
"Shah Alam 88 Speedmart","Shah Alam",2025-06,"June",2025,78,3177.82,40.74,869.62,27.4,10,12.82
"Shah Alam 88 Speedmart","Shah Alam",2025-07,"July",2025,46,1807.55,39.29,492.76,27.3,6,13.04
"Shah Alam 88 Speedmart","Shah Alam",2025-08,"August",2025,62,2385.03,38.47,622.72,26.1,14,22.58
"Shah Alam 88 Speedmart","Shah Alam",2025-09,"September",2025,49,1909.99,38.98,488.85,25.6,10,20.41
"Shah Alam 88 Speedmart","Shah Alam",2025-10,"October",2025,52,2412.36,46.39,648.99,26.9,9,17.31
"Shah Alam 88 Speedmart","Shah Alam",2025-11,"November",2025,86,3792.77,44.1,967.69,25.5,10,11.63
"Shah Alam 88 Speedmart","Shah Alam",2025-12,"December",2025,117,5060.04,43.25,1279.67,25.3,13,11.11
"Shah Alam 88 Speedmart","Shah Alam",2026-01,"January",2026,71,3069.75,43.24,788.47,25.7,16,22.54
"Shah Alam 88 Speedmart","Shah Alam",2026-02,"February",2026,60,2442.25,40.7,623.62,25.5,8,13.33
"Shah Alam 88 Speedmart","Shah Alam",2026-03,"March",2026,70,3293.95,47.06,851.15,25.8,13,18.57
"Shah Alam 88 Speedmart","Shah Alam",2026-04,"April",2026,53,2179.32,41.12,571.08,26.2,17,32.08
"Shah Alam 88 Speedmart","Shah Alam",2026-05,"May",2026,64,3480.94,54.39,858.58,24.7,7,10.94
"Shah Alam 88 Speedmart","Shah Alam",2026-06,"June",2026,89,3251.33,36.53,829.66,25.5,16,17.98
