TIME_GRAIN,PERIOD_CODE,BRANCH_ID,BRANCH_NAME,CATEGORY_NAME,ITEM_ID,ITEM_NAME,TOTAL_SALES_QTY,TOTAL_PURCHASE_QTY,AVG_STOCK_ON_HAND,INVENTORY_TURNOVER_RATIO,CATEGORY_TURNOVER_RATIO,STOCK_EFFICIENCY_CATEGORY
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0004","Tepung Beras 500g",3,0,13,.23,.04,"Normal"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0001","Beras Super 5kg",2,35,50,.04,.04,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0008","Beras Basmathi 5kg",2,0,23,.09,.04,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0012","Tepung Ubi 500g",2,0,39,.05,.04,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0010","Bijirin Sarapan 500g",1,0,63,.02,.04,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0009","Tepung Jagung 500g",1,0,23,.04,.04,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0005","Beras Pulut 1kg",0,0,45,0,.04,"Dead Stock"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0011","Beras Perang 1kg",0,0,19,0,.04,"Dead Stock"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Rice and Grains","I0002","Beras Wangi 10kg",0,0,184,0,.04,"Dead Stock"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0049","Pudding 100g",8,28,42,.19,.08,"Normal"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0051","Keropok 100g",5,68,101,.05,.08,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0048","Gula-gula 150g",5,14,17,.29,.08,"Normal"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0046","Coklat 100g",5,0,42,.12,.08,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0045","Kerepek 150g",3,0,25,.12,.08,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0052","Mochi 120g",2,0,71,.03,.08,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0050","Kacang Putih 200g",1,0,54,.02,.08,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0047","Biskut 200g",0,0,21,0,.08,"Dead Stock"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0105","Kertas A4 500sheets",9,0,4,2.25,.28,"Fast Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0110","Bateri AAA 4pcs",4,0,10,.4,.28,"Normal"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0106","Pen 10pcs",1,0,7,.14,.28,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0107","Pensil 12pcs",1,0,10,.1,.28,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0108","Pemadam 5pcs",1,0,14,.07,.28,"Slow Moving"
Monthly,2025-02,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0109","Bateri AA 4pcs",0,0,13,0,.28,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0111","Bir 330ml",5,0,171,.03,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0114","Whisky 700ml",2,0,135,.01,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0112","Wain Merah 750ml",0,0,135,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0113","Wain Putih 750ml",0,0,95,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0102","Minyak Bayi 100ml",5,0,104,.05,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0099","Tisu Basah Baby 80pcs",2,0,248,.01,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0097","Susu Formula 900g",1,0,118,.01,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0098","Pampers S 24pcs",0,0,75,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0101","Bedak Bayi 150g",0,0,250,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0103","Sabun Bayi 250ml",0,0,250,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0104","Botol Susu 250ml",0,0,145,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Baby Products","I0100","Makanan Bayi 120g",0,0,122,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0037","Jus Oren 1L",5,20,31,.16,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0041","Kopi 3in1 10s",2,0,42,.05,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0039","Sprite 330ml",2,0,42,.05,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0035","Minuman Isotonic 500ml",1,0,61,.02,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0038","Kola 330ml",1,0,148,.01,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0044","Minuman Tenaga 250ml",1,0,69,.01,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0036","Air Mineral 1.5L",0,0,66,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0042","Milo 1kg",0,0,124,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0040","Teh Tarik 250ml",0,0,21,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Beverages","I0043","Susu Soya 1L",0,0,68,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0033","Cendawan Sup 300g",6,0,39,.15,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0025","Sardin 425g",3,0,10,.3,.03,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0032","Daging Lembu 400g",3,0,88,.03,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0026","Tuna Chunk 185g",3,0,108,.03,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0031","Ayam Masak 400g",3,0,151,.02,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0027","Kacang Hancur 425g",1,0,96,.01,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0029","Sup Ayam 400g",0,0,44,0,.03,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0028","Jagung Manis 425g",0,0,43,0,.03,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0034","Nangka Muda 565g",0,0,132,0,.03,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0030","Baked Beans 415g",0,0,28,0,.03,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0016","Kicap Masin 600ml",5,0,50,.1,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0023","Tepung Jagung 200g",3,0,86,.03,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0014","Minyak Zaitun 500ml",2,0,186,.01,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0024","Serbuk Perasa 100g",2,0,62,.03,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0020","Madu 250g",2,0,132,.02,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0022","Sos Tiram 300ml",1,0,348,0,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0019","Cuka 500ml",1,0,37,.03,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0021","Minyak Bijian 200ml",1,0,263,0,.01,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0018","Sos Tomato 400ml",0,0,107,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0013","Minyak Masak 1kg",0,0,72,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0015","Kicap Manis 600ml",0,0,54,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0017","Sos Cili 400ml",0,0,98,0,.01,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0056","Mentega 250g",6,0,52,.12,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0057","Yogurt 180g",5,0,18,.28,.06,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0054","Susu Rendah Lemak 1L",3,0,28,.11,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0055","Keju 250g",3,0,80,.04,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0053","Susu Segar 1L",2,0,16,.13,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0059","Susu Cair 200ml",2,0,43,.05,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0060","Tepung Susu 1kg",2,0,44,.05,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0062","Susu Kambing 1L",2,0,69,.03,.06,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0061","Keju Mozzarella 200g",0,0,43,0,.06,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Dairy Products","I0058","Krim 200ml",0,0,45,0,.06,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0064","Daging Beku 500g",5,0,63,.08,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0066","Sayuran Beku 300g",5,0,16,.31,.05,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0067","Pizza Beku 400g",5,0,50,.1,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0063","Ayam Beku 1kg",2,0,33,.06,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0068","Sosej Beku 500g",1,0,53,.02,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0070","Kentang Goreng 1kg",0,0,59,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0069","Nuget 500g",0,0,77,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Frozen Food","I0065","Ikan Beku 500g",0,0,32,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0089","Detergen 2kg",6,0,106,.06,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0092","Peluntur 1L",3,0,9,.33,.02,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0096","Mop 1pc",1,0,66,.02,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0094","Pembersih Kaca 500ml",1,0,43,.02,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0090","Pembersih Lantai 1L",0,0,26,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0093","Sabun Pinggan 500ml",0,0,150,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0095","Penyapu 1pc",0,0,63,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0091","Pewangi Pakaian 1L",0,0,30,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Imported Goods","I0120","Kopi Arabika 250g",1,0,35,.03,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Imported Goods","I0119","Keju Parmesan 200g",0,0,11,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0078","Cup Soup 100g",6,26,38,.16,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0076","Pasta Segera 150g",6,0,52,.12,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0074","Nasi Segera 200g",5,0,153,.03,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0077","Sos Pasta 200g",4,0,140,.03,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0079","Oat Segera 1kg",2,0,123,.02,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0071","Mee Segera 80g",2,0,120,.02,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0072","Mee Segera Cup 65g",1,0,172,.01,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0075","Bubur Segera 50g",0,0,59,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0073","Bihun Segera 60g",0,0,364,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Instant Food","I0080","Cereal 500g",0,0,52,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Organic Foods","I0117","Beras Organik 5kg",0,0,81,0,0,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Organic Foods","I0118","Minyak Zaitun Organik 500ml",0,0,111,0,0,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0084","Losyen 250ml",8,0,74,.11,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0085","Deodorant 50ml",4,0,79,.05,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0081","Syampu 500ml",4,0,24,.17,.05,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0088","Balm 30g",4,0,51,.08,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0087","Krim Pelindung 50g",1,51,74,.01,.05,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0082","Sabun Mandi 100g",0,28,45,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0086","Pembersih Muka 100ml",0,27,43,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Personal Care","I0083","Ubat Gigi 150g",0,0,30,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Premium Items","I0115","Kaviar 50g",1,0,11,.09,.07,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Premium Items","I0116","Foie Gras 100g",1,0,18,.06,.07,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0012","Tepung Ubi 500g",8,0,391,.02,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0001","Beras Super 5kg",8,49,73,.11,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0008","Beras Basmathi 5kg",7,0,187,.04,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0010","Bijirin Sarapan 500g",4,0,125,.03,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0011","Beras Perang 1kg",3,0,334,.01,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0004","Tepung Beras 500g",3,0,29,.1,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0007","Quinoa 500g",2,0,71,.03,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0009","Tepung Jagung 500g",1,0,34,.03,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0003","Tepung Gandum 1kg",1,0,224,0,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0005","Beras Pulut 1kg",1,0,122,.01,.02,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0002","Beras Wangi 10kg",0,0,279,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0006","Oatmeal 1kg",0,0,62,0,.02,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0052","Mochi 120g",7,30,50,.14,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0047","Biskut 200g",6,0,93,.06,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0049","Pudding 100g",4,0,50,.08,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0046","Coklat 100g",3,0,76,.04,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0048","Gula-gula 150g",1,0,177,.01,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0050","Kacang Putih 200g",1,0,196,.01,.03,"Slow Moving"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0051","Keropok 100g",0,0,54,0,.03,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0045","Kerepek 150g",0,0,78,0,.03,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0108","Pemadam 5pcs",5,0,29,.17,.05,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0105","Kertas A4 500sheets",5,0,30,.17,.05,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0110","Bateri AAA 4pcs",2,0,12,.17,.05,"Normal"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0106","Pen 10pcs",0,42,35,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0109","Bateri AA 4pcs",0,0,64,0,.05,"Dead Stock"
Monthly,2025-02,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0107","Pensil 12pcs",0,36,57,0,.05,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0112","Wain Merah 750ml",6,0,143,.04,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0111","Bir 330ml",2,0,34,.06,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0113","Wain Putih 750ml",0,0,217,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0114","Whisky 700ml",0,0,291,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0103","Sabun Bayi 250ml",13,0,756,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0104","Botol Susu 250ml",7,0,381,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0101","Bedak Bayi 150g",7,0,752,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0100","Makanan Bayi 120g",4,0,356,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0098","Pampers S 24pcs",3,0,275,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0097","Susu Formula 900g",2,0,246,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0099","Tisu Basah Baby 80pcs",0,0,109,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Baby Products","I0102","Minyak Bayi 100ml",0,0,362,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0038","Kola 330ml",11,0,163,.07,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0041","Kopi 3in1 10s",4,0,272,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0039","Sprite 330ml",4,0,241,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0044","Minuman Tenaga 250ml",3,0,452,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0036","Air Mineral 1.5L",3,0,175,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0035","Minuman Isotonic 500ml",3,0,159,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0037","Jus Oren 1L",2,0,52,.04,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0042","Milo 1kg",1,0,350,0,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0040","Teh Tarik 250ml",0,0,136,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Beverages","I0043","Susu Soya 1L",0,0,87,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0033","Cendawan Sup 300g",7,0,241,.03,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0034","Nangka Muda 565g",6,0,61,.1,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0030","Baked Beans 415g",4,0,236,.02,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0032","Daging Lembu 400g",3,0,253,.01,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0031","Ayam Masak 400g",3,0,152,.02,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0028","Jagung Manis 425g",1,0,39,.03,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0027","Kacang Hancur 425g",0,0,150,0,.02,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0025","Sardin 425g",0,0,38,0,.02,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0026","Tuna Chunk 185g",0,0,175,0,.02,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0029","Sup Ayam 400g",0,0,146,0,.02,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0023","Tepung Jagung 200g",9,0,233,.04,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0020","Madu 250g",7,0,325,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0015","Kicap Manis 600ml",6,0,178,.03,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0024","Serbuk Perasa 100g",5,0,565,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0016","Kicap Masin 600ml",5,0,336,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0017","Sos Cili 400ml",5,0,124,.04,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0021","Minyak Bijian 200ml",3,0,218,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0018","Sos Tomato 400ml",3,0,158,.02,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0019","Cuka 500ml",2,0,277,.01,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0013","Minyak Masak 1kg",1,0,288,0,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0014","Minyak Zaitun 500ml",1,0,369,0,.01,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Cooking Essentials","I0022","Sos Tiram 300ml",0,0,320,0,.01,"Dead Stock"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Dairy Products","I0053","Susu Segar 1L",6,0,95,.06,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Dairy Products","I0057","Yogurt 180g",4,0,320,.01,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Dairy Products","I0062","Susu Kambing 1L",3,0,61,.05,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Dairy Products","I0060","Tepung Susu 1kg",3,0,176,.02,.02,"Slow Moving"
Monthly,2025-03,"B001","Ampang 88 Speedmart","Dairy Products","I0059","Susu Cair 200ml",2,0,88,.02,.02,"Slow Moving"
