BranchID,ItemID,QuantityOnHand,ReorderLevel,ReorderQuantity,LastUpdated
B012,I0073,0,40,119,2025-12-07
B012,I0074,0,18,47,2025-12-07
B012,I0075,0,36,95,2025-12-07
B012,I0076,0,36,83,2025-12-07
B012,I0077,0,31,80,2025-12-07
B012,I0078,0,16,41,2025-12-07
B012,I0079,0,12,26,2025-12-07
B012,I0080,0,14,38,2025-12-07
B012,I0081,0,19,34,2025-12-07
B012,I0082,0,10,20,2025-12-07
B012,I0083,0,8,20,2025-12-07
B012,I0084,0,18,32,2025-12-07
B012,I0085,0,26,74,2025-12-07
B012,I0086,0,21,50,2025-12-07
B012,I0087,0,9,19,2025-12-07
B012,I0088,0,9,15,2025-12-07
B012,I0089,0,23,46,2025-12-07
B012,I0090,0,27,45,2025-12-07
B012,I0091,0,19,48,2025-12-07
B012,I0092,0,15,31,2025-12-07
B012,I0093,0,18,46,2025-12-07
B012,I0094,0,15,32,2025-12-07
B012,I0095,0,27,42,2025-12-07
B012,I0096,0,15,26,2025-12-07
B012,I0097,0,47,131,2025-12-07
B012,I0098,0,5,10,2025-12-07
B012,I0099,0,32,54,2025-12-07
B012,I0100,0,5,10,2025-12-07
B012,I0101,0,20,35,2025-12-07
B012,I0102,0,24,66,2025-12-07
B012,I0103,0,5,13,2025-12-07
B012,I0104,0,42,112,2025-12-07
B012,I0105,0,5,14,2025-12-07
B012,I0106,0,9,14,2025-12-07
B012,I0107,0,5,10,2025-12-07
B012,I0108,0,7,20,2025-12-07
B012,I0109,0,5,12,2025-12-07
B012,I0110,0,5,11,2025-12-07
B012,I0111,0,16,31,2025-12-07
B012,I0112,0,6,16,2025-12-07
B012,I0113,0,6,15,2025-12-07
B012,I0114,0,8,21,2025-12-07
B012,I0115,0,7,10,2025-12-07
B012,I0116,0,6,12,2025-12-07
B012,I0117,0,15,27,2025-12-07
B012,I0118,0,9,19,2025-12-07
B012,I0119,0,6,17,2025-12-07
B012,I0120,0,5,11,2025-12-07
