OrderID,FullfillmentType,OrderDateTime,OrderStatus,SubtotalAmount,VoucherDiscountAmount,MyKasihSubsidyTotal,GrandTotal,BranchID,VoucherID
O23720,PICKUP,2023-06-10 12:15:30,COMPLETED,52.10,0.00,0.00,52.10,B010,NULL
O23721,WALK_IN,2023-06-10 12:53:00,COMPLETED,32.26,0.00,0.00,32.26,B008,NULL
O23722,WALK_IN,2023-06-10 13:01:32,COMPLETED,4.20,0.00,0.00,4.20,B004,NULL
O23723,WALK_IN,2023-06-10 13:11:33,COMPLETED,2.87,0.00,0.00,2.87,B006,NULL
O23724,WALK_IN,2023-06-10 13:57:59,COMPLETED,4.68,0.00,0.00,4.68,B011,NULL
O23725,WALK_IN,2023-06-10 14:28:00,COMPLETED,4.90,0.00,0.00,4.90,B005,NULL
O23726,WALK_IN,2023-06-10 14:40:57,COMPLETED,6.40,0.00,0.00,6.40,B007,NULL
O23727,DELIVERY,2023-06-10 14:42:42,COMPLETED,140.67,0.00,0.00,149.57,B002,NULL
O23728,DELIVERY,2023-06-10 15:33:21,COMPLETED,21.59,0.00,0.00,26.49,B001,NULL
O23729,PICKUP,2023-06-10 16:06:08,COMPLETED,46.06,0.00,0.00,46.06,B004,NULL
O23730,WALK_IN,2023-06-10 17:32:26,COMPLETED,30.23,0.00,0.00,30.23,B001,NULL
O23731,WALK_IN,2023-06-10 17:47:41,COMPLETED,17.02,0.00,0.00,17.02,B004,NULL
O23732,WALK_IN,2023-06-10 18:08:40,COMPLETED,15.75,0.00,0.00,15.75,B005,NULL
O23733,PICKUP,2023-06-10 18:09:54,COMPLETED,23.15,0.00,0.00,23.15,B010,NULL
O23734,WALK_IN,2023-06-10 18:48:45,COMPLETED,22.27,0.00,0.00,22.27,B007,NULL
O23735,WALK_IN,2023-06-10 18:49:56,COMPLETED,4.83,0.00,1.95,2.88,B004,NULL
O23736,DELIVERY,2023-06-10 19:03:43,COMPLETED,154.56,0.00,0.00,163.46,B001,NULL
O23737,WALK_IN,2023-06-10 19:42:14,COMPLETED,69.89,0.00,0.00,69.89,B010,NULL
O23738,DELIVERY,2023-06-10 19:51:50,COMPLETED,32.09,0.00,0.00,36.99,B009,NULL
O23739,DELIVERY,2023-06-10 19:52:32,COMPLETED,7.01,0.00,0.00,11.91,B011,NULL
O23740,PICKUP,2023-06-10 20:09:48,COMPLETED,8.22,0.00,0.00,8.22,B010,NULL
O23741,WALK_IN,2023-06-10 20:46:22,COMPLETED,73.74,0.00,0.00,73.74,B005,NULL
O23742,WALK_IN,2023-06-11 08:10:12,COMPLETED,70.74,0.00,18.11,52.63,B007,NULL
O23743,DELIVERY,2023-06-11 09:23:34,COMPLETED,9.10,0.00,0.00,14.00,B004,NULL
O23744,WALK_IN,2023-06-11 11:01:18,COMPLETED,40.60,0.00,0.00,40.60,B006,NULL
O23745,WALK_IN,2023-06-11 11:33:26,COMPLETED,74.96,0.00,5.58,69.38,B004,NULL
O23746,WALK_IN,2023-06-11 11:34:00,COMPLETED,38.85,0.00,0.00,38.85,B005,NULL
O23747,WALK_IN,2023-06-11 11:39:58,COMPLETED,55.36,0.00,0.00,55.36,B007,NULL
O23748,WALK_IN,2023-06-11 12:15:41,COMPLETED,22.57,0.00,0.00,22.57,B001,NULL
O23749,DELIVERY,2023-06-11 12:49:29,COMPLETED,7.03,0.00,0.00,11.93,B005,NULL
O23750,PICKUP,2023-06-11 12:52:41,COMPLETED,10.35,0.00,2.55,7.80,B009,NULL
O23751,PICKUP,2023-06-11 13:06:40,COMPLETED,179.65,0.00,0.00,179.65,B008,NULL
O23752,WALK_IN,2023-06-11 13:23:28,COMPLETED,27.99,0.00,0.00,27.99,B002,NULL
O23753,WALK_IN,2023-06-11 13:32:44,COMPLETED,12.45,0.00,0.00,12.45,B007,NULL
O23754,WALK_IN,2023-06-11 14:02:01,COMPLETED,6.92,0.00,0.00,6.92,B003,NULL
O23755,DELIVERY,2023-06-11 16:09:06,COMPLETED,12.76,0.00,0.00,17.66,B003,NULL
O23756,PICKUP,2023-06-11 16:15:55,COMPLETED,41.92,0.00,35.26,6.66,B009,NULL
O23757,WALK_IN,2023-06-11 16:48:39,COMPLETED,23.56,0.00,0.00,23.56,B010,NULL
O23758,PICKUP,2023-06-11 17:05:06,COMPLETED,37.91,0.00,0.00,37.91,B004,NULL
O23759,PICKUP,2023-06-11 17:16:13,COMPLETED,2.84,0.00,0.00,2.84,B007,NULL
O23760,WALK_IN,2023-06-11 17:28:43,COMPLETED,21.65,0.00,0.00,21.65,B007,NULL
O23761,WALK_IN,2023-06-11 17:44:15,COMPLETED,11.92,0.00,0.00,11.92,B010,NULL
O23762,WALK_IN,2023-06-11 17:54:51,COMPLETED,14.73,0.00,0.00,14.73,B010,NULL
O23763,PICKUP,2023-06-11 18:28:43,COMPLETED,13.35,0.00,5.79,7.56,B004,NULL
O23764,DELIVERY,2023-06-11 18:43:39,COMPLETED,30.30,0.00,0.00,35.20,B005,NULL
O23765,PICKUP,2023-06-11 18:52:10,COMPLETED,32.33,0.00,0.00,32.33,B006,NULL
O23766,WALK_IN,2023-06-11 19:00:57,COMPLETED,77.56,0.00,0.00,77.56,B007,NULL
O23767,PICKUP,2023-06-11 19:17:28,COMPLETED,78.43,0.00,0.00,78.43,B006,NULL
O23768,WALK_IN,2023-06-11 20:01:10,COMPLETED,13.54,0.00,0.00,13.54,B003,NULL
O23769,WALK_IN,2023-06-12 08:15:43,COMPLETED,37.49,0.00,0.00,37.49,B001,NULL
O23770,WALK_IN,2023-06-12 08:42:45,COMPLETED,10.34,0.00,0.00,10.34,B007,NULL
O23771,PICKUP,2023-06-12 10:03:55,COMPLETED,27.28,0.00,0.00,27.28,B001,NULL
O23772,WALK_IN,2023-06-12 10:26:23,COMPLETED,16.00,0.00,0.00,16.00,B008,NULL
O23773,PICKUP,2023-06-12 11:39:19,COMPLETED,53.78,0.00,1.93,51.85,B001,NULL
O23774,PICKUP,2023-06-12 11:53:04,COMPLETED,116.14,0.00,0.00,116.14,B003,NULL
O23775,WALK_IN,2023-06-12 12:49:30,COMPLETED,12.80,0.00,0.00,12.80,B001,NULL
O23776,WALK_IN,2023-06-12 12:55:40,COMPLETED,38.17,0.00,0.00,38.17,B006,NULL
O23777,WALK_IN,2023-06-12 12:59:49,COMPLETED,22.89,0.00,0.00,22.89,B007,NULL
O23778,PICKUP,2023-06-12 13:08:06,COMPLETED,84.50,12.00,0.00,72.50,B011,V021
O23779,PICKUP,2023-06-12 13:09:43,COMPLETED,9.99,0.00,3.72,6.27,B007,NULL
O23780,WALK_IN,2023-06-12 15:29:06,COMPLETED,18.18,0.00,0.00,18.18,B004,NULL
O23781,WALK_IN,2023-06-12 15:49:16,COMPLETED,29.48,0.00,0.00,29.48,B008,NULL
O23782,PICKUP,2023-06-12 15:54:23,COMPLETED,17.86,0.00,0.00,17.86,B007,NULL
O23783,WALK_IN,2023-06-12 16:43:22,COMPLETED,2.01,0.00,0.00,2.01,B004,NULL
O23784,WALK_IN,2023-06-12 17:27:41,COMPLETED,5.78,0.00,0.00,5.78,B010,NULL
O23785,WALK_IN,2023-06-12 17:34:17,COMPLETED,71.35,0.00,0.00,71.35,B001,NULL
O23786,WALK_IN,2023-06-12 17:55:55,COMPLETED,20.22,0.00,4.67,15.55,B009,NULL
O23787,WALK_IN,2023-06-12 17:56:04,COMPLETED,13.86,0.00,0.00,13.86,B003,NULL
O23788,PICKUP,2023-06-12 18:10:36,COMPLETED,33.10,0.00,0.00,33.10,B010,NULL
O23789,WALK_IN,2023-06-12 18:29:03,COMPLETED,33.63,0.00,0.00,33.63,B005,NULL
O23790,WALK_IN,2023-06-12 19:02:26,COMPLETED,16.57,0.00,0.00,16.57,B010,NULL
O23791,WALK_IN,2023-06-12 19:18:55,COMPLETED,8.42,0.00,0.00,8.42,B001,NULL
O23792,WALK_IN,2023-06-12 19:28:45,COMPLETED,115.55,12.00,0.00,103.55,B005,V021
O23793,DELIVERY,2023-06-12 19:39:29,COMPLETED,24.33,0.00,0.00,29.23,B011,NULL
O23794,WALK_IN,2023-06-12 19:53:28,COMPLETED,32.37,0.00,0.00,32.37,B001,NULL
O23795,WALK_IN,2023-06-12 19:55:45,COMPLETED,14.32,0.00,7.65,6.67,B006,NULL
O23796,WALK_IN,2023-06-12 20:06:53,COMPLETED,31.86,0.00,0.00,31.86,B002,NULL
O23797,WALK_IN,2023-06-12 20:16:33,COMPLETED,20.30,0.00,0.00,20.30,B003,NULL
O23798,WALK_IN,2023-06-12 20:45:05,COMPLETED,20.62,0.00,0.00,20.62,B002,NULL
O23799,WALK_IN,2023-06-12 21:56:53,COMPLETED,10.73,0.00,0.00,10.73,B010,NULL
O23800,DELIVERY,2023-06-13 09:55:51,COMPLETED,3.90,0.00,0.00,8.80,B001,NULL
O23801,WALK_IN,2023-06-13 10:06:47,COMPLETED,32.59,0.00,0.00,32.59,B009,NULL
O23802,WALK_IN,2023-06-13 11:19:34,COMPLETED,15.32,0.00,5.03,10.29,B011,NULL
O23803,PICKUP,2023-06-13 12:05:50,COMPLETED,11.41,0.00,0.00,11.41,B001,NULL
O23804,WALK_IN,2023-06-13 12:36:00,COMPLETED,14.32,0.00,0.00,14.32,B010,NULL
O23805,PICKUP,2023-06-13 12:38:03,COMPLETED,60.23,0.00,10.89,49.34,B004,NULL
O23806,WALK_IN,2023-06-13 13:03:29,COMPLETED,8.16,0.00,0.00,8.16,B003,NULL
O23807,DELIVERY,2023-06-13 13:29:38,COMPLETED,24.58,0.00,0.00,29.48,B005,NULL
O23808,PICKUP,2023-06-13 15:02:57,COMPLETED,26.45,0.00,0.00,26.45,B003,NULL
O23809,PICKUP,2023-06-13 15:20:15,COMPLETED,20.34,0.00,0.00,20.34,B006,NULL
O23810,WALK_IN,2023-06-13 17:35:44,COMPLETED,16.56,0.00,0.00,16.56,B005,NULL
O23811,PICKUP,2023-06-13 18:00:19,COMPLETED,18.47,0.00,0.00,18.47,B002,NULL
O23812,WALK_IN,2023-06-13 19:01:47,COMPLETED,11.36,0.00,0.00,11.36,B009,NULL
O23813,WALK_IN,2023-06-13 19:02:42,COMPLETED,88.11,0.00,0.00,88.11,B010,NULL
O23814,PICKUP,2023-06-13 19:53:47,COMPLETED,21.69,0.00,13.25,8.44,B008,NULL
O23815,WALK_IN,2023-06-13 21:04:18,COMPLETED,115.40,0.00,0.00,115.40,B006,NULL
O23816,PICKUP,2023-06-13 21:32:57,COMPLETED,5.56,0.00,0.00,5.56,B004,NULL
O23817,WALK_IN,2023-06-14 09:12:43,COMPLETED,70.83,0.00,0.00,70.83,B006,NULL
O23818,WALK_IN,2023-06-14 11:58:00,COMPLETED,97.55,0.00,0.00,97.55,B004,NULL
O23819,WALK_IN,2023-06-14 12:03:05,COMPLETED,2.98,0.00,0.00,2.98,B002,NULL
O23820,WALK_IN,2023-06-14 12:03:26,COMPLETED,28.36,0.00,0.00,28.36,B010,NULL
O23821,DELIVERY,2023-06-14 12:10:17,COMPLETED,22.19,0.00,0.00,27.09,B009,NULL
O23822,PICKUP,2023-06-14 12:22:02,COMPLETED,37.70,0.00,0.00,37.70,B011,NULL
O23823,DELIVERY,2023-06-14 12:26:58,COMPLETED,15.18,0.00,0.00,20.08,B007,NULL
O23824,WALK_IN,2023-06-14 12:37:43,COMPLETED,148.76,0.00,0.00,148.76,B009,NULL
O23825,WALK_IN,2023-06-14 12:38:07,COMPLETED,33.42,0.00,18.57,14.85,B003,NULL
O23826,WALK_IN,2023-06-14 12:48:57,COMPLETED,10.54,0.00,0.00,10.54,B011,NULL
O23827,WALK_IN,2023-06-14 12:51:40,COMPLETED,12.86,0.00,0.00,12.86,B010,NULL
O23828,WALK_IN,2023-06-14 12:55:21,COMPLETED,61.35,0.00,0.00,61.35,B011,NULL
O23829,DELIVERY,2023-06-14 14:27:44,COMPLETED,75.34,0.00,0.00,82.24,B006,NULL
O23830,WALK_IN,2023-06-14 15:04:32,COMPLETED,8.48,0.00,0.00,8.48,B008,NULL
O23831,DELIVERY,2023-06-14 15:58:25,COMPLETED,100.40,0.00,0.00,107.30,B005,NULL
O23832,WALK_IN,2023-06-14 16:39:55,COMPLETED,66.84,0.00,0.00,66.84,B002,NULL
O23833,WALK_IN,2023-06-14 16:48:29,COMPLETED,77.06,0.00,0.00,77.06,B006,NULL
O23834,WALK_IN,2023-06-14 17:13:28,COMPLETED,22.82,0.00,0.00,22.82,B004,NULL
O23835,WALK_IN,2023-06-14 17:29:45,COMPLETED,19.33,0.00,0.00,19.33,B011,NULL
O23836,WALK_IN,2023-06-14 18:45:50,COMPLETED,81.32,12.00,0.00,69.32,B005,V021
O23837,PICKUP,2023-06-14 18:53:04,COMPLETED,113.28,0.00,0.00,113.28,B004,NULL
O23838,WALK_IN,2023-06-14 19:45:38,COMPLETED,30.98,0.00,0.00,30.98,B001,NULL
O23839,PICKUP,2023-06-14 19:55:44,COMPLETED,38.16,0.00,0.00,38.16,B002,NULL
O23840,PICKUP,2023-06-14 20:26:13,COMPLETED,47.73,0.00,0.00,47.73,B005,NULL
O23841,WALK_IN,2023-06-14 20:52:13,COMPLETED,12.90,0.00,0.00,12.90,B006,NULL
O23842,WALK_IN,2023-06-14 20:52:31,COMPLETED,162.95,0.00,0.00,162.95,B001,NULL
O23843,WALK_IN,2023-06-14 21:02:12,COMPLETED,29.76,0.00,0.00,29.76,B005,NULL
O23844,WALK_IN,2023-06-14 21:14:30,COMPLETED,22.35,0.00,0.00,22.35,B005,NULL
O23845,DELIVERY,2023-06-15 08:59:32,COMPLETED,19.15,0.00,0.00,24.05,B011,NULL
O23846,PICKUP,2023-06-15 10:12:28,COMPLETED,43.79,0.00,0.00,43.79,B002,NULL
O23847,WALK_IN,2023-06-15 11:12:39,COMPLETED,149.55,0.00,0.00,149.55,B006,NULL
O23848,DELIVERY,2023-06-15 11:16:58,COMPLETED,26.27,0.00,0.00,31.17,B002,NULL
O23849,DELIVERY,2023-06-15 11:20:55,COMPLETED,4.53,0.00,0.00,9.43,B001,NULL
O23850,DELIVERY,2023-06-15 11:41:37,COMPLETED,67.81,6.90,0.00,67.81,B006,V024
O23851,WALK_IN,2023-06-15 11:46:27,COMPLETED,16.84,0.00,0.00,16.84,B007,NULL
O23852,WALK_IN,2023-06-15 11:55:58,COMPLETED,28.94,0.00,0.00,28.94,B009,NULL
O23853,WALK_IN,2023-06-15 12:08:48,COMPLETED,36.22,0.00,0.00,36.22,B002,NULL
O23854,WALK_IN,2023-06-15 12:17:43,COMPLETED,30.08,0.00,4.52,25.56,B003,NULL
O23855,WALK_IN,2023-06-15 12:36:08,COMPLETED,1.58,0.00,0.00,1.58,B009,NULL
O23856,PICKUP,2023-06-15 12:56:33,COMPLETED,48.87,0.00,0.00,48.87,B003,NULL
O23857,WALK_IN,2023-06-15 13:33:47,COMPLETED,45.32,0.00,0.00,45.32,B011,NULL
O23858,PICKUP,2023-06-15 14:19:19,COMPLETED,29.46,0.00,0.00,29.46,B008,NULL
O23859,WALK_IN,2023-06-15 16:07:24,COMPLETED,7.83,0.00,0.00,7.83,B005,NULL
O23860,WALK_IN,2023-06-15 16:13:08,COMPLETED,197.02,0.00,0.00,197.02,B006,NULL
O23861,WALK_IN,2023-06-15 16:48:43,COMPLETED,7.57,0.00,0.00,7.57,B011,NULL
O23862,WALK_IN,2023-06-15 17:17:42,COMPLETED,21.68,0.00,6.97,14.71,B006,NULL
O23863,WALK_IN,2023-06-15 17:46:22,COMPLETED,254.35,0.00,2.74,251.61,B005,NULL
O23864,PICKUP,2023-06-15 17:53:15,COMPLETED,9.66,0.00,0.00,9.66,B011,NULL
O23865,DELIVERY,2023-06-15 18:36:39,COMPLETED,19.69,0.00,0.00,24.59,B011,NULL
O23866,PICKUP,2023-06-15 18:51:42,COMPLETED,29.35,0.00,0.00,29.35,B007,NULL
O23867,WALK_IN,2023-06-15 18:56:56,COMPLETED,53.49,0.00,0.00,53.49,B008,NULL
O23868,DELIVERY,2023-06-15 19:17:44,COMPLETED,33.62,0.00,0.00,38.52,B005,NULL
O23869,DELIVERY,2023-06-15 19:24:34,COMPLETED,32.82,0.00,0.00,37.72,B005,NULL
O23870,WALK_IN,2023-06-15 20:33:07,COMPLETED,38.32,0.00,0.00,38.32,B001,NULL
O23871,PICKUP,2023-06-15 21:20:13,COMPLETED,29.57,0.00,0.00,29.57,B001,NULL
O23872,WALK_IN,2023-06-16 10:36:18,COMPLETED,34.32,0.00,0.00,34.32,B011,NULL
O23873,DELIVERY,2023-06-16 11:13:07,COMPLETED,19.98,0.00,0.00,24.88,B007,NULL
O23874,WALK_IN,2023-06-16 11:58:03,COMPLETED,19.01,0.00,19.01,0.00,B002,NULL
O23875,WALK_IN,2023-06-16 12:19:47,COMPLETED,28.97,0.00,0.00,28.97,B004,NULL
O23876,PICKUP,2023-06-16 12:28:23,COMPLETED,53.07,0.00,0.00,53.07,B004,NULL
O23877,WALK_IN,2023-06-16 12:44:57,COMPLETED,13.44,0.00,0.00,13.44,B010,NULL
O23878,WALK_IN,2023-06-16 12:48:04,COMPLETED,5.27,0.00,0.00,5.27,B009,NULL
O23879,PICKUP,2023-06-16 12:51:36,COMPLETED,23.42,0.00,0.00,23.42,B011,NULL
O23880,WALK_IN,2023-06-16 12:51:47,COMPLETED,1.37,0.00,0.00,1.37,B010,NULL
O23881,WALK_IN,2023-06-16 12:55:09,COMPLETED,1.83,0.00,1.83,0.00,B011,NULL
O23882,WALK_IN,2023-06-16 13:08:05,COMPLETED,169.06,0.00,0.00,169.06,B004,NULL
O23883,PICKUP,2023-06-16 14:31:40,COMPLETED,11.13,0.00,0.00,11.13,B011,NULL
O23884,WALK_IN,2023-06-16 14:56:17,COMPLETED,4.67,0.00,0.00,4.67,B005,NULL
O23885,WALK_IN,2023-06-16 15:15:12,COMPLETED,145.57,0.00,0.00,145.57,B007,NULL
O23886,WALK_IN,2023-06-16 17:15:46,COMPLETED,15.29,0.00,0.00,15.29,B007,NULL
O23887,PICKUP,2023-06-16 18:16:37,COMPLETED,28.68,0.00,0.00,28.68,B009,NULL
O23888,WALK_IN,2023-06-16 18:44:47,COMPLETED,63.54,0.00,0.00,63.54,B010,NULL
O23889,WALK_IN,2023-06-16 18:47:55,COMPLETED,13.87,0.00,0.00,13.87,B007,NULL
O23890,WALK_IN,2023-06-16 19:15:07,COMPLETED,15.75,0.00,5.78,9.97,B002,NULL
O23891,WALK_IN,2023-06-16 19:33:50,COMPLETED,16.35,0.00,0.00,16.35,B003,NULL
O23892,PICKUP,2023-06-16 19:53:56,COMPLETED,34.45,0.00,0.00,34.45,B004,NULL
O23893,WALK_IN,2023-06-16 20:10:33,COMPLETED,12.77,0.00,0.00,12.77,B002,NULL
O23894,DELIVERY,2023-06-16 20:13:12,COMPLETED,35.47,0.00,0.00,40.37,B004,NULL
O23895,WALK_IN,2023-06-16 20:38:43,COMPLETED,44.96,0.00,0.00,44.96,B008,NULL
O23896,WALK_IN,2023-06-17 08:56:14,COMPLETED,7.73,0.00,3.40,4.33,B009,NULL
O23897,WALK_IN,2023-06-17 09:01:25,COMPLETED,21.50,0.00,0.00,21.50,B007,NULL
O23898,WALK_IN,2023-06-17 09:20:35,COMPLETED,21.37,0.00,0.00,21.37,B010,NULL
O23899,WALK_IN,2023-06-17 10:03:06,COMPLETED,58.43,0.00,0.00,58.43,B002,NULL
O23900,WALK_IN,2023-06-17 11:58:43,COMPLETED,15.02,0.00,0.00,15.02,B005,NULL
O23901,WALK_IN,2023-06-17 12:27:07,COMPLETED,10.77,0.00,2.20,8.57,B003,NULL
O23902,WALK_IN,2023-06-17 13:03:42,COMPLETED,49.98,0.00,0.00,49.98,B004,NULL
O23903,DELIVERY,2023-06-17 13:05:44,COMPLETED,61.53,0.00,0.00,68.43,B006,NULL
O23904,WALK_IN,2023-06-17 13:12:00,COMPLETED,15.39,0.00,0.00,15.39,B010,NULL
O23905,WALK_IN,2023-06-17 13:19:23,COMPLETED,12.21,0.00,0.00,12.21,B007,NULL
O23906,WALK_IN,2023-06-17 14:12:59,COMPLETED,52.45,0.00,0.00,52.45,B010,NULL
O23907,WALK_IN,2023-06-17 14:16:13,COMPLETED,22.05,0.00,0.00,22.05,B007,NULL
O23908,WALK_IN,2023-06-17 15:05:52,COMPLETED,17.09,0.00,0.00,17.09,B011,NULL
O23909,WALK_IN,2023-06-17 15:51:00,COMPLETED,73.05,0.00,0.00,73.05,B005,NULL
O23910,WALK_IN,2023-06-17 16:57:29,COMPLETED,41.26,0.00,0.00,41.26,B007,NULL
O23911,WALK_IN,2023-06-17 17:05:58,COMPLETED,52.44,0.00,0.00,52.44,B006,NULL
O23912,DELIVERY,2023-06-17 17:22:59,COMPLETED,4.88,0.00,0.00,9.78,B007,NULL
O23913,WALK_IN,2023-06-17 17:40:32,COMPLETED,26.10,0.00,0.00,26.10,B002,NULL
O23914,WALK_IN,2023-06-17 18:08:09,COMPLETED,13.15,0.00,0.00,13.15,B007,NULL
O23915,WALK_IN,2023-06-17 19:50:27,COMPLETED,23.99,0.00,0.00,23.99,B011,NULL
O23916,WALK_IN,2023-06-17 20:12:26,COMPLETED,69.86,0.00,0.00,69.86,B006,NULL
O23917,WALK_IN,2023-06-17 20:31:25,COMPLETED,17.56,0.00,0.00,17.56,B002,NULL
O23918,WALK_IN,2023-06-17 20:35:44,COMPLETED,7.06,0.00,0.00,7.06,B006,NULL
O23919,PICKUP,2023-06-17 21:02:13,COMPLETED,22.94,0.00,0.00,22.94,B010,NULL
O23920,PICKUP,2023-06-18 08:01:43,COMPLETED,88.06,0.00,0.00,88.06,B008,NULL
O23921,WALK_IN,2023-06-18 08:30:56,COMPLETED,30.86,0.00,0.00,30.86,B010,NULL
O23922,WALK_IN,2023-06-18 08:57:10,COMPLETED,33.27,0.00,0.00,33.27,B009,NULL
O23923,WALK_IN,2023-06-18 12:24:32,COMPLETED,181.26,0.00,0.00,181.26,B004,NULL
O23924,DELIVERY,2023-06-18 12:33:52,COMPLETED,157.72,0.00,0.00,166.62,B010,NULL
O23925,PICKUP,2023-06-18 13:13:57,COMPLETED,16.80,0.00,0.00,16.80,B007,NULL
O23926,WALK_IN,2023-06-18 13:26:02,COMPLETED,76.39,0.00,15.57,60.82,B002,NULL
O23927,WALK_IN,2023-06-18 13:40:57,COMPLETED,116.15,0.00,0.00,116.15,B009,NULL
O23928,PICKUP,2023-06-18 13:46:27,COMPLETED,31.63,0.00,0.00,31.63,B011,NULL
O23929,DELIVERY,2023-06-18 13:50:03,COMPLETED,4.09,0.00,2.71,6.28,B011,NULL
O23930,PICKUP,2023-06-18 14:16:32,COMPLETED,12.87,0.00,0.00,12.87,B003,NULL
O23931,WALK_IN,2023-06-18 14:57:37,COMPLETED,1.92,0.00,0.00,1.92,B009,NULL
O23932,DELIVERY,2023-06-18 16:05:18,COMPLETED,14.69,0.00,0.00,19.59,B009,NULL
O23933,WALK_IN,2023-06-18 17:07:44,COMPLETED,1.68,0.00,1.68,0.00,B004,NULL
O23934,PICKUP,2023-06-18 17:07:55,COMPLETED,16.20,0.00,0.00,16.20,B002,NULL
O23935,WALK_IN,2023-06-18 17:56:35,COMPLETED,13.71,0.00,0.00,13.71,B010,NULL
O23936,WALK_IN,2023-06-18 17:57:28,COMPLETED,7.72,0.00,0.00,7.72,B006,NULL
O23937,DELIVERY,2023-06-18 18:29:55,COMPLETED,21.15,0.00,0.00,26.05,B001,NULL
O23938,WALK_IN,2023-06-18 18:39:35,COMPLETED,5.01,0.00,0.00,5.01,B010,NULL
O23939,DELIVERY,2023-06-18 18:54:07,COMPLETED,3.97,0.00,0.00,8.87,B009,NULL
O23940,WALK_IN,2023-06-18 19:06:49,COMPLETED,34.47,0.00,2.69,31.78,B007,NULL
O23941,WALK_IN,2023-06-18 19:19:30,COMPLETED,15.78,0.00,0.00,15.78,B003,NULL
O23942,WALK_IN,2023-06-18 20:13:26,COMPLETED,24.95,0.00,1.87,23.08,B001,NULL
O23943,WALK_IN,2023-06-18 21:40:50,COMPLETED,56.91,0.00,0.00,56.91,B001,NULL
O23944,WALK_IN,2023-06-19 12:06:53,COMPLETED,11.37,0.00,0.00,11.37,B003,NULL
O23945,WALK_IN,2023-06-19 12:11:44,COMPLETED,34.38,0.00,0.00,34.38,B004,NULL
O23946,WALK_IN,2023-06-19 12:21:10,COMPLETED,38.16,0.00,0.00,38.16,B005,NULL
O23947,WALK_IN,2023-06-19 13:17:09,COMPLETED,39.39,0.00,0.00,39.39,B010,NULL
O23948,PICKUP,2023-06-19 14:05:22,COMPLETED,49.86,0.00,0.00,49.86,B002,NULL
O23949,DELIVERY,2023-06-19 14:56:19,COMPLETED,34.21,0.00,0.00,39.11,B008,NULL
O23950,WALK_IN,2023-06-19 15:02:27,COMPLETED,5.93,0.00,0.00,5.93,B003,NULL
O23951,PICKUP,2023-06-19 16:29:42,COMPLETED,16.98,0.00,0.00,16.98,B002,NULL
O23952,WALK_IN,2023-06-19 16:33:40,COMPLETED,9.90,0.00,1.40,8.50,B010,NULL
O23953,DELIVERY,2023-06-19 18:43:41,COMPLETED,32.54,0.00,0.00,37.44,B008,NULL
O23954,PICKUP,2023-06-19 19:25:28,COMPLETED,8.20,0.00,0.00,8.20,B007,NULL
O23955,WALK_IN,2023-06-19 19:53:26,COMPLETED,61.29,0.00,0.00,61.29,B006,NULL
O23956,DELIVERY,2023-06-19 19:56:20,COMPLETED,74.79,0.00,0.00,81.69,B011,NULL
O23957,PICKUP,2023-06-19 19:56:45,COMPLETED,22.87,0.00,5.93,16.94,B007,NULL
O23958,WALK_IN,2023-06-19 20:47:57,COMPLETED,94.17,0.00,0.00,94.17,B003,NULL
O23959,WALK_IN,2023-06-20 10:21:16,COMPLETED,290.98,0.00,0.00,290.98,B005,NULL
O23960,WALK_IN,2023-06-20 10:45:27,COMPLETED,161.12,0.00,0.00,161.12,B003,NULL
O23961,WALK_IN,2023-06-20 11:26:10,COMPLETED,17.28,0.00,0.00,17.28,B004,NULL
O23962,WALK_IN,2023-06-20 11:36:39,COMPLETED,17.43,0.00,0.00,17.43,B001,NULL
O23963,WALK_IN,2023-06-20 12:06:11,COMPLETED,63.29,0.00,0.00,63.29,B011,NULL
O23964,WALK_IN,2023-06-20 12:24:18,COMPLETED,49.83,0.00,0.00,49.83,B002,NULL
O23965,WALK_IN,2023-06-20 12:34:37,COMPLETED,3.12,0.00,0.00,3.12,B004,NULL
O23966,PICKUP,2023-06-20 12:36:22,COMPLETED,35.07,0.00,26.24,8.83,B008,NULL
O23967,WALK_IN,2023-06-20 12:39:36,COMPLETED,42.67,0.00,0.00,42.67,B002,NULL
O23968,WALK_IN,2023-06-20 12:40:16,COMPLETED,19.85,0.00,0.00,19.85,B009,NULL
O23969,WALK_IN,2023-06-20 12:54:23,COMPLETED,9.73,0.00,0.00,9.73,B006,NULL
O23970,WALK_IN,2023-06-20 13:03:10,COMPLETED,40.83,0.00,0.00,40.83,B001,NULL
O23971,WALK_IN,2023-06-20 14:30:51,COMPLETED,29.27,0.00,0.00,29.27,B001,NULL
O23972,WALK_IN,2023-06-20 15:16:47,COMPLETED,10.62,0.00,0.00,10.62,B005,NULL
O23973,WALK_IN,2023-06-20 15:40:14,COMPLETED,24.79,0.00,0.00,24.79,B003,NULL
O23974,WALK_IN,2023-06-20 17:01:42,COMPLETED,29.77,0.00,0.00,29.77,B001,NULL
O23975,WALK_IN,2023-06-20 17:25:25,COMPLETED,81.88,0.00,0.00,81.88,B008,NULL
O23976,DELIVERY,2023-06-20 18:43:04,COMPLETED,80.05,12.00,0.00,74.95,B007,V021
O23977,WALK_IN,2023-06-20 19:10:04,COMPLETED,42.02,0.00,0.00,42.02,B010,NULL
